,County,State,Homeless Pop,Population,Poverty Rate,Price_2018,Temp,Homeless Rate
120,grand county,colorado,0.0,14793.0,13.026431420266341,317899.9999184175,72.0,0.0
121,elbert county,colorado,0.0,24553.0,4.724473587748951,477199.99998357374,73.4,0.0
122,el paso county,colorado,1410.0,674826.0,10.772999262031991,268199.9999429479,54.0,0.002089427496865859
123,garfield county,colorado,36.0,57945.0,9.403744930537579,377100.0000348509,73.99,0.0006212787988609888
124,larimer county,colorado,638.0,330976.0,12.087281253021366,357999.999958438,62.6,0.0019276322150246544
125,jefferson county,colorado,302.0,564029.0,7.683824767875411,403299.99982707575,37.4,0.000535433461754626
126,lake county,colorado,0.0,7481.0,12.55179788798289,220299.99994659124,50.0,0.0
127,las animas county,colorado,12.0,14151.0,16.01300261465621,154900.00005897207,42.8,0.0008479966080135679
128,la plata county,colorado,49.0,54469.0,9.262149112339129,396600.0001289165,50.0,0.0008995942646275863
129,mesa county,colorado,88.0,148798.0,15.617145391739136,217399.99991150736,46.4,0.0005914057984650332
130,montezuma county,colorado,44.0,25770.0,16.589057043073343,199399.99997262677,70.0,0.0017074117190531625
131,montrose county,colorado,0.0,40908.0,17.573579739904176,237799.99997627517,33.8,0.0
132,otero county,colorado,0.0,18325.0,22.291950886766713,81400.00002075973,39.0,0.0
133,ouray county,colorado,0.0,4653.0,10.401891252955084,402699.9999482243,68.0,0.0
134,park county,colorado,0.0,16900.0,6.497041420118343,311800.00004013977,35.6,0.0
135,pitkin county,colorado,15.0,17747.0,7.043443962359835,978599.9996828618,32.0,0.0008452132754831803
136,routt county,colorado,0.0,24359.0,10.538199433474281,469300.00000931957,60.01,0.0
137,pueblo county,colorado,359.0,163368.0,19.261422065520787,144600.000051421,48.2,0.0021974927770432398
138,rio grande county,colorado,8.0,11430.0,17.655293088363955,142799.99995278174,41.0,0.0006999125109361329
139,san miguel county,colorado,0.0,7804.0,10.443362378267555,630099.9998433207,37.99,0.0
140,teller county,colorado,0.0,23769.0,7.4046026336825275,273799.99988441536,32.0,0.0
141,weld county,colorado,225.0,285729.0,10.972984891278099,298699.9998763052,43.0,0.0007874594458385393
142,adams county,colorado,584.0,487850.0,12.104130367940966,317899.9998658772,70.0,0.0011970892692425952
143,arapahoe county,colorado,317.0,626612.0,9.808781191550752,359599.9999045141,33.8,0.0005058951951127652
144,archuleta county,colorado,34.0,12592.0,11.483481575603557,326399.9999445899,46.4,0.0027001270648030497
145,alamosa county,colorado,98.0,16345.0,25.934536555521568,165500.00006227006,32.0,0.0059957173447537475
146,boulder county,colorado,713.0,316782.0,12.589730477110441,507699.9999145934,34.0,0.0022507591971766073
147,broomfield county,colorado,0.0,64283.0,5.195774932719382,415600.0000956585,39.2,0.0
148,chaffee county,colorado,0.0,18818.0,8.959506855138697,342700.0001237312,78.01,0.0
149,clear creek county,colorado,0.0,9257.0,6.719239494436643,319299.9999827959,37.99,0.0
150,eagle county,colorado,0.0,53726.0,7.6834307411681495,656399.9998858435,35.6,0.0
151,fairfield county,connecticut,2353.0,947328.0,8.594911160653966,330999.99993708346,45.0,0.0024838281988920417
152,litchfield county,connecticut,187.0,184454.0,6.722543289925944,261399.99992445426,37.99,0.001013802899367864
153,hartford county,connecticut,2624.0,897417.0,10.919784225170684,225000.0000494941,43.0,0.002923947284261386
154,middlesex county,connecticut,143.0,164110.0,6.9666686978246295,290600.0001212974,64.99,0.0008713667661934068
155,windham county,connecticut,206.0,116674.0,10.553336647410735,165900.00001739274,30.2,0.0017656033049351183
156,new haven county,connecticut,2039.0,862127.0,11.684125424676411,210600.00001946723,61.0,0.0023650807827617043
157,new london county,connecticut,475.0,270772.0,9.487317743341261,229899.99999674672,75.0,0.0017542434225104517
158,tolland county,connecticut,95.0,151596.0,5.803583208000211,209699.99990144392,45.0,0.0006266656112298478
159,kent county,delaware,309.0,173145.0,12.557682866961217,195399.99991825197,42.8,0.0017846313783245256
160,sussex county,delaware,243.0,215551.0,11.820404451846663,268000.00010731496,51.8,0.001127343412927799
161,new castle county,delaware,1046.0,555036.0,11.545557405285424,245499.9998887415,79.0,0.0018845624427965032
162,district of columbia,district of columbia,6893.0,672391.0,16.51196996985385,551899.9998830109,78.01,0.010251475703868732
163,brevard county,florida,333.0,568183.0,13.218276505984868,194700.00007959144,35.01,0.0005860787809561357
164,charlotte county,florida,179.0,173236.0,11.703110208039899,189199.9999605833,39.99,0.0010332725299591308
165,alachua county,florida,382.0,259865.0,21.95755488426683,170500.00000516666,61.0,0.0014699940353645163
166,bay county,florida,610.0,180117.0,15.127944613778821,190999.99995211448,60.01,0.0033866875419865977
167,bradford county,florida,0.0,26775.0,16.41083099906629,112399.99996549345,35.01,0.0
168,broward county,florida,4404.0,1890416.0,13.875570244856158,244200.0000396249,43.0,0.002329645961523813
169,baker county,florida,0.0,27537.0,15.531829901586956,163899.9999955873,62.6,0.0
170,citrus county,florida,189.0,141373.0,17.06337136511215,140699.99994690393,33.01,0.001336888939189237
171,clay county,florida,0.0,203291.0,10.329035717272285,192200.0000636725,75.2,0.0
172,collier county,florida,782.0,356774.0,12.720938184957424,327099.99999679404,62.6,0.002191863756888114
173,dixie county,florida,0.0,16323.0,21.264473442381917,86100.00000974024,45.0,0.0
174,columbia county,florida,184.0,68484.0,15.5496174288885,113199.99998608715,48.99,0.002686758950995853
175,gilchrist county,florida,0.0,17191.0,18.172299459019253,116999.9999795186,37.4,0.0
176,duval county,florida,3634.0,912043.0,15.680620321629572,167100.0000636308,46.4,0.003984461258953799
177,escambia county,florida,894.0,309924.0,13.699164956569998,136299.99996485803,46.4,0.002884578154644364
178,flagler county,florida,80.0,105015.0,13.178117411798315,207100.00002208323,33.8,0.0007617959339142027
179,franklin county,florida,0.0,11675.0,17.23340471092077,247099.99996911248,26.6,0.0
180,gadsden county,florida,0.0,46113.0,22.75930865482619,88899.99999299923,37.99,0.0
181,hillsborough county,florida,2304.0,1351087.0,15.40944439551265,206199.99997240724,61.0,0.0017052935895319843
182,glades county,florida,0.0,13197.0,16.215806622717285,81899.99998647523,28.99,0.0
183,gulf county,florida,0.0,16018.0,12.6669996254214,160799.99998833856,39.99,0.0
184,hendry county,florida,0.0,39064.0,24.93088265410608,108500.00002919082,57.99,0.0
185,hernando county,florida,113.0,179144.0,14.134997543875318,148900.00005096517,35.01,0.0006307774751038271
186,highlands county,florida,133.0,100177.0,18.462321690607624,121899.99998004775,73.4,0.001327650059394871
187,lake county,florida,342.0,326215.0,12.67660898487194,196499.99995472352,30.0,0.0010483883328479683
188,indian river county,florida,294.0,147981.0,12.580669139957157,203699.99996629625,78.01,0.0019867415411437953
189,jackson county,florida,0.0,48571.0,18.101336188260486,87900.00000663396,26.6,0.0
190,martin county,florida,0.0,155719.0,10.675640095299867,257299.99991965765,37.99,0.0
191,lee county,florida,823.0,700165.0,14.64497654124385,223699.99991603984,60.01,0.0011754372183699557
192,leon county,florida,3477.0,285890.0,19.650914687467207,167799.99995843737,39.0,0.01216202035748015
193,manatee county,florida,1279.0,363542.0,13.267792992281498,246700.000071788,26.6,0.0035181629632889734
194,marion county,florida,324.0,343778.0,17.093007696827605,136199.99997654834,28.4,0.0009424686861870161
195,pasco county,florida,380.0,498136.0,13.341135754091253,168700.0000421281,39.2,0.0007628438819920664
196,miami-dade county,florida,6756.0,2702602.0,18.692430479959683,284199.99990996753,42.01,0.0024998131430377097
197,monroe county,florida,1022.0,76745.0,12.45944361196169,518199.99992283835,68.0,0.013316828457879992
198,nassau county,florida,105.0,78435.0,11.303627207241664,251100.0000318499,32.0,0.0013386880856760374
199,osceola county,florida,321.0,325168.0,17.657334055011564,193500.00000627662,75.99,0.0009871820105299414
200,palm beach county,florida,1329.0,1426772.0,13.257619297266837,260000.00003751804,35.01,0.0009314732837482092
201,okaloosa county,florida,220.0,197591.0,11.132592071501232,206599.99991672803,73.99,0.0011134110359277498
202,okeechobee county,florida,0.0,40228.0,20.565277915879488,118700.00001937422,78.01,0.0
203,orange county,florida,4252.0,1290216.0,16.22720536716333,227099.99990023035,44.6,0.0032955722142648984
204,seminole county,florida,953.0,449260.0,11.687886747095224,234700.00010244324,69.8,0.0021212660820015138
205,pinellas county,florida,4070.0,949842.0,13.47045087498763,210099.99994169475,45.0,0.004284923176696756
206,polk county,florida,1125.0,652256.0,16.949939900897807,162099.999986216,48.0,0.0017247829073247314
207,putnam county,florida,106.0,72435.0,26.98419272451163,90900.00002997766,35.6,0.00146338096224201
208,santa rosa county,florida,0.0,166778.0,10.836561177133675,191000.00004856722,77.0,0.0
209,sarasota county,florida,1672.0,404839.0,10.356215680801505,245500.00010575383,78.01,0.004130036878858015
210,wakulla county,florida,69.0,31586.0,11.207496992338378,153700.00001767284,43.0,0.002184512125625277
211,sumter county,florida,54.0,116754.0,8.475084365417887,243599.9999625654,26.01,0.0004625109203967316
212,suwannee county,florida,0.0,43814.0,19.573652257269366,123600.00001714894,46.0,0.0
213,taylor county,florida,0.0,22350.0,13.387024608501118,90699.99999575286,61.0,0.0
214,volusia county,florida,1307.0,518660.0,15.757721821617244,182799.99992322773,43.0,0.002519955269347935
215,walton county,florida,0.0,63457.0,16.404809556077343,329499.9999549863,60.8,0.0
216,washington county,florida,0.0,24472.0,18.944099378881987,99400.00003188301,69.8,0.0
217,banks county,georgia,0.0,18363.0,14.31683276153134,159000.00002530983,44.01,0.0
218,barrow county,georgia,7.0,75099.0,13.08805709796402,160000.0,77.0,9.321029574295264e-05
219,camden county,georgia,0.0,52252.0,12.273214422414453,156500.00002809445,39.2,0.0
220,baldwin county,georgia,28.0,45527.0,25.50135084675028,129100.0000041616,32.0,0.0006150196586640895
221,bibb county,georgia,713.0,153923.0,25.644640502069215,84400.0000103877,24.8,0.004632186222981621
222,bartow county,georgia,50.0,102623.0,14.048507644485154,149899.9999854964,39.0,0.0004872202137922298
223,berrien county,georgia,0.0,19014.0,23.377511307457663,101999.99995848289,79.0,0.0
224,bryan county,georgia,0.0,34883.0,14.038356792707049,218999.999946926,59.0,0.0
225,bulloch county,georgia,0.0,73742.0,27.329066203791598,132500.0,28.0,0.0
226,burke county,georgia,0.0,22645.0,28.72157209096931,70300.0000162429,69.8,0.0
227,butts county,georgia,0.0,23556.0,20.767532688062488,110799.99996732485,32.0,0.0
228,carroll county,georgia,75.0,114898.0,18.02033107625894,133400.00002052306,34.0,0.0006527528764643423
229,catoosa county,georgia,0.0,65870.0,10.695308941855169,137999.99997954178,39.99,0.0
230,chatham county,georgia,1046.0,285506.0,16.50368118358283,158999.9999375357,61.0,0.003663670816024882
231,coffee county,georgia,0.0,43048.0,21.71529455491544,80099.99997811053,79.0,0.0
232,chattooga county,georgia,0.0,24880.0,20.707395498392284,72500.0,72.0,0.0
233,cherokee county,georgia,0.0,235896.0,9.35666564926917,233900.00002326226,24.01,0.0
234,clarke county,georgia,341.0,123554.0,31.255969049970055,157899.99999990905,54.0,0.0027599268336112146
235,clayton county,georgia,242.0,274150.0,21.41200072952763,92099.99998975791,37.4,0.0008827284333394127
236,cobb county,georgia,729.0,739072.0,10.706264071700728,234200.0000821563,70.0,0.0009863720990647732
237,coweta county,georgia,0.0,138015.0,11.520486903597435,193100.00002006112,62.6,0.0
238,colquitt county,georgia,77.0,45890.0,24.937894966223578,86600.00002926803,26.6,0.0016779254739594683
239,columbia county,georgia,24.0,143723.0,8.536559910383168,185199.9999665324,55.99,0.00016698788642040591
240,dade county,georgia,0.0,16282.0,16.08524751259059,127700.00003877754,32.0,0.0
241,dawson county,georgia,0.0,23397.0,11.66388853271787,231600.0000275059,32.0,0.0
242,dekalb county,georgia,572.0,736066.0,17.294508916320005,176399.99997376162,39.2,0.0007771042270665946
243,dougherty county,georgia,329.0,91522.0,29.237778894691985,82899.99999981516,69.8,0.003594764100434868
244,douglas county,georgia,97.0,140152.0,14.049032479022776,147500.0000022187,37.4,0.0006921057137964496
245,effingham county,georgia,0.0,57087.0,9.468004974862929,170399.9999907022,71.6,0.0
246,elbert county,georgia,0.0,19288.0,22.01368726669432,83199.99998238766,41.0,0.0
247,fannin county,georgia,0.0,24480.0,15.547385620915033,179400.000065733,33.8,0.0
248,fayette county,georgia,23.0,110306.0,6.261672075861694,261099.99999816643,44.6,0.0002085108697622976
249,floyd county,georgia,109.0,96471.0,17.387608711426232,118100.00001832748,26.6,0.001129873226150864
250,forsyth county,georgia,0.0,211300.0,6.456696639848556,320300.0001146625,35.6,0.0
251,franklin county,georgia,0.0,22328.0,24.6461841633823,121699.99996436508,35.01,0.0
252,fulton county,georgia,8105.0,1010420.0,15.490489103541101,254699.99989165878,30.99,0.008021416836563013
253,gilmer county,georgia,0.0,29614.0,18.639832511649896,186800.00007205547,69.01,0.0
254,greene county,georgia,0.0,16732.0,21.653119770499643,279700.0000280676,35.6,0.0
255,gwinnett county,georgia,268.0,889954.0,12.053094879061165,210000.0000090988,75.99,0.00030113916000152816
256,glynn county,georgia,83.0,83467.0,18.89728874884685,180000.000036961,66.2,0.0009944049744210286
257,hall county,georgia,283.0,192865.0,15.883649184662847,176199.99995871162,37.4,0.0014673476265781764
258,haralson county,georgia,0.0,28722.0,17.631084186337997,110900.00004448481,37.99,0.0
259,harris county,georgia,0.0,33198.0,7.175131031989879,212900.00001254573,78.8,0.0
260,hart county,georgia,0.0,25535.0,18.17897004112003,136899.99999541117,37.99,0.0
261,lamar county,georgia,0.0,18282.0,19.281260255989498,108700.00000789158,30.2,0.0
262,henry county,georgia,133.0,217506.0,11.32750360909584,162900.00003428047,44.6,0.000611477384531921
263,houston county,georgia,61.0,150341.0,16.459249306576382,123499.9999465716,79.0,0.0004057442746822224
264,jasper county,georgia,0.0,13732.0,19.101369064957762,127399.99999294672,34.0,0.0
265,jones county,georgia,0.0,28540.0,14.018920812894184,126599.9999791671,68.0,0.0
266,gordon county,georgia,23.0,56424.0,18.548844463348928,121399.99995654024,35.6,0.0004076279597334468
267,habersham county,georgia,52.0,43878.0,16.213136423720314,137200.0000379509,75.2,0.0011851041524226264
268,jackson county,georgia,0.0,63851.0,12.369422561901928,174200.00003208945,41.0,0.0
269,laurens county,georgia,0.0,47451.0,26.728625318749867,95599.99997441446,35.01,0.0
270,long county,georgia,0.0,17857.0,19.76815814526516,159299.99993240138,79.0,0.0
271,lowndes county,georgia,236.0,113941.0,24.05630984456868,121200.0000282769,68.0,0.00207124739997016
272,lumpkin county,georgia,0.0,31567.0,19.171920043082967,191499.99994427248,32.0,0.0
273,mcduffie county,georgia,0.0,21488.0,25.6096425912137,91800.0000224362,44.6,0.0
274,monroe county,georgia,0.0,26795.0,12.74491509610002,176800.00000996055,35.6,0.0
275,madison county,georgia,0.0,28600.0,17.402097902097903,127300.00000848666,37.4,0.0
276,meriwether county,georgia,0.0,21152.0,22.385590015128592,82299.99998635668,44.6,0.0
277,morgan county,georgia,0.0,18013.0,13.179370454671625,194499.99999063677,57.99,0.0
278,murray county,georgia,0.0,39444.0,17.812595071493764,114800.00002716933,70.0,0.0
279,muscogee county,georgia,789.0,198647.0,20.788131711025084,88399.99998821333,34.0,0.003971869698510423
280,newton county,georgia,177.0,105042.0,16.496258639401383,134999.99995650773,59.0,0.0016850402696064431
281,oglethorpe county,georgia,0.0,14654.0,17.353623584004367,146200.00006064455,36.0,0.0
282,pike county,georgia,0.0,17919.0,11.987276075673865,159599.99998005,35.6,0.0
283,polk county,georgia,0.0,41444.0,18.774732168709583,85600.00000784667,77.0,0.0
284,peach county,georgia,0.0,27027.0,17.334517334517333,126699.99999031708,39.99,0.0
285,pickens county,georgia,0.0,30343.0,9.768315591734503,175099.99994884405,30.99,0.0
286,pierce county,georgia,0.0,19141.0,20.866203437646934,110000.00000885667,30.2,0.0
287,stephens county,georgia,56.0,25625.0,17.57658536585366,98900.00002766307,61.0,0.0021853658536585365
288,putnam county,georgia,0.0,21430.0,15.982267848810078,193999.99995435294,35.6,0.0
289,rabun county,georgia,0.0,16354.0,19.927846398434635,159499.99998662923,37.4,0.0
290,rockdale county,georgia,0.0,88482.0,16.084627381840374,141300.000035325,45.0,0.0
291,spalding county,georgia,165.0,64192.0,21.22382851445663,99400.00001736921,48.99,0.0025704137587238287
