,County,State,Price_2018
653,Elmore County,Alabama,154800.00005680736
654,Raleigh County,West Virginia,77900.00001984245
655,Henderson County,Texas,137799.99994336747
656,Island County,Washington,372199.99992731196
657,Rockwall County,Texas,268599.9999154091
658,Frederick County,Virginia,243299.99996086914
659,Franklin County,Washington,218199.999968162
660,Ross County,Ohio,106500.00001854477
661,Somerset County,Pennsylvania,89099.99997562359
662,Sullivan County,New York,141399.99996199136
663,Christian County,Missouri,156100.00004882066
664,Kosciusko County,Indiana,147500.00000681606
665,Payne County,Oklahoma,145200.000012949
666,Twin Falls County,Idaho,176500.00003985196
667,Cheshire County,New Hampshire,184900.00000748096
668,Erie County,Ohio,119900.00000624674
669,White County,Arkansas,103999.99998566754
670,Bartholomew County,Indiana,138600.0000384438
671,Lancaster County,South Carolina,157099.99992690617
672,Valencia County,New Mexico,135399.9999730137
673,Rockingham County,Virginia,186899.99996495032
674,Van Buren County,Michigan,122300.00004801742
675,Leavenworth County,Kansas,165500.00005183657
676,Cole County,Missouri,151000.0000199685
677,Umatilla County,Oregon,162599.99998675246
678,Cape Girardeau County,Missouri,144100.00002222526
679,Lynchburg City,Virginia,131700.00004157945
680,Lewis County,Washington,199499.99992614292
681,Natrona County,Wyoming,199499.99991603047
682,Polk County,Oregon,277800.00012260396
683,Clinton County,Michigan,169300.00002008953
684,Anderson County,Tennessee,129299.9999915955
685,Allegany County,Maryland,81200.00000412564
686,Forrest County,Mississippi,124500.00004510152
687,Hancock County,Ohio,129099.99994337394
688,Wood County,Wisconsin,114799.99998906668
689,Floyd County,Indiana,150200.00004553198
690,Putnam County,Florida,90900.00002997766
691,Oconee County,South Carolina,148800.00002114387
692,Bastrop County,Texas,175200.00001217017
693,Christian County,Kentucky,102500.00002448956
694,Augusta County,Virginia,202900.00003972868
695,Surry County,North Carolina,104999.9999773707
696,Madison County,New York,130000.00005179283
697,Nassau County,Florida,251100.0000318499
698,Monroe County,Florida,518199.99992283835
699,Wagoner County,Oklahoma,134900.0000017028
700,Grays Harbor County,Washington,161099.999965189
701,Chelan County,Washington,277499.9999561334
702,Putnam County,Tennessee,139900.00003885108
703,Yuba County,California,245099.99994565133
704,Apache County,Arizona,155999.99995701943
705,McKinley County,New Mexico,134699.99998839298
706,Clallam County,Washington,261200.00001943478
707,Franklin County,Massachusetts,213299.99994616577
708,De Kalb County,Alabama,91199.99998506448
709,Muskogee County,Oklahoma,66800.0000288561
710,Bulloch County,Georgia,132500.0
711,Grant County,Indiana,71399.99998552483
712,Portage County,Wisconsin,160400.00004118634
713,Hancock County,Indiana,163399.99994783974
714,Creek County,Oklahoma,97099.99999922706
715,Greenwood County,South Carolina,99800.00001687986
716,Pottawatomie County,Oklahoma,82300.00001982805
717,Barrow County,Georgia,160000.0
718,Harrison County,West Virginia,90299.99999724276
719,Armstrong County,Pennsylvania,92700.00002018925
720,Wayne County,Indiana,83600.00000923952
721,Morgan County,Indiana,149399.99995125702
722,Greene County,Tennessee,90300.00003226964
723,Walker County,Georgia,96699.99997408579
724,Darlington County,South Carolina,66499.9999835396
725,Bedford County,Virginia,189099.99996283368
726,Lonoke County,Arkansas,119000.00004976208
727,Walker County,Texas,172199.9999453034
728,Rutherford County,North Carolina,113799.99999686959
729,Jones County,Mississippi,101800.00003524183
730,Columbia County,Florida,113199.99998608715
731,Columbia County,Pennsylvania,126000.00002088923
732,Adams County,Illinois,106199.99995999732
733,Kauai County,Hawaii,521800.00001008494
734,Marquette County,Michigan,143099.99998632685
735,Troup County,Georgia,101400.00001282876
736,Walker County,Alabama,80500.00001173206
737,James City County,Virginia,307699.99992670055
738,Grand Forks County,North Dakota,184199.99995956823
739,Laurens County,South Carolina,96900.00003080635
740,Carteret County,North Carolina,239000.00000740512
741,Klamath County,Oregon,156700.00001625172
742,Williamson County,Illinois,91899.99998565557
743,Robertson County,Tennessee,179399.99992262624
744,Dallas County,Iowa,225800.00002809183
745,Salem County,New Jersey,140599.99995480714
746,Butler County,Kansas,118000.00003522387
747,Warren County,New York,200499.99994067752
748,McCracken County,Kentucky,124799.99998188844
749,York County,Virginia,292100.00006257155
750,Livingston County,New York,130499.99999655022
751,Saint Francois County,Missouri,104700.00000507475
752,Carbon County,Pennsylvania,139799.99999482566
753,Fauquier County,Virginia,351600.0000265358
754,San Patricio County,Texas,124899.99997505489
755,Athens County,Ohio,133699.99994523134
756,Lake County,California,224700.00000466817
757,Herkimer County,New York,96199.99997136797
758,Reno County,Kansas,89700.00002081276
759,Rice County,Minnesota,210800.00009389507
760,Spalding County,Georgia,99400.00001736921
761,Blue Earth County,Minnesota,184500.00004640914
762,Catoosa County,Georgia,137999.99997954178
763,Ionia County,Michigan,124099.9999846503
764,Pittsylvania County,Virginia,95200.00003702221
765,Chatham County,North Carolina,269599.99988325645
766,Sampson County,North Carolina,102499.99995696894
767,Lewis and Clark County,Montana,224100.00003857157
768,Montcalm County,Michigan,85700.00001808195
769,Washington County,New York,143900.00002267177
770,Columbia County,New York,218299.99998104607
771,Pulaski County,Kentucky,112099.99997031229
772,Coos County,Oregon,182600.00007195526
773,Bradford County,Pennsylvania,131599.99999653178
774,Hamblen County,Tennessee,121700.00004753009
775,Crow Wing County,Minnesota,176199.99999049664
776,Otsego County,New York,125799.99998685672
777,Sauk County,Wisconsin,170000.00005798752
778,Crawford County,Arkansas,106899.99999577286
779,Washington County,Ohio,112600.00003240818
780,Acadia Parish,Louisiana,89199.99998810666
781,Pope County,Arkansas,103799.99998133344
782,Kershaw County,South Carolina,114399.99995056904
783,Ward County,North Dakota,222799.99996881888
784,Rutland County,Vermont,152099.9999585095
785,Tipton County,Tennessee,124599.99995457573
786,Starr County,Texas,74199.99999935007
787,Sandusky County,Ohio,105599.99995298505
788,Knox County,Ohio,136000.00006461766
789,Mason County,Washington,247699.99996175352
790,Franklin County,North Carolina,157000.0000101828
791,Stanly County,North Carolina,126899.999968275
792,Garfield County,Oklahoma,100600.00000475875
793,Jackson County,Georgia,174200.00003208945
794,Oldham County,Kentucky,272699.99990009423
795,Georgetown County,South Carolina,194400.00008871948
796,Belknap County,New Hampshire,223600.00003874657
797,Genesee County,New York,113599.99995161133
798,Granville County,North Carolina,152099.9999310406
799,Lowndes County,Mississippi,127599.9999899846
800,Warrick County,Indiana,164199.9999699076
801,Washington County,Vermont,206999.99995156762
802,Lenoir County,North Carolina,91400.00001391879
803,Barry County,Michigan,146400.00000650669
804,Wise County,Texas,190700.00007404562
805,Haywood County,North Carolina,121300.00004466204
806,Clay County,Minnesota,187400.00001813867
807,Laurel County,Kentucky,102300.00001556185
808,Walla Walla County,Washington,223299.99994249284
809,Hall County,Nebraska,148700.0000447779
810,Duplin County,North Carolina,80099.99997966764
811,Anderson County,Texas,94000.00001906694
812,Tooele County,Utah,238499.99997135915
813,Newton County,Missouri,128699.99999003613
814,Columbus County,North Carolina,95499.99998453239
815,Vermilion Parish,Louisiana,74599.99999878864
816,Lee County,North Carolina,117500.00003461311
817,Carter County,Tennessee,107000.00002858415
818,Pike County,Pennsylvania,142799.99994599697
819,Blount County,Alabama,132499.9999409747
820,Otter Tail County,Minnesota,172300.00001146144
821,Hawkins County,Tennessee,111399.99997918798
822,Columbia County,Wisconsin,182899.9999151134
823,Seneca County,Ohio,87499.99999999999
824,Windsor County,Vermont,185000.00001908198
825,Boone County,Indiana,204199.99991861
826,Edgecombe County,North Carolina,44699.999986912575
827,Marion County,West Virginia,95699.99995752043
828,Garfield County,Colorado,377100.0000348509
829,Franklin County,Virginia,177800.0000417582
830,Cumberland County,Tennessee,129300.00002042048
831,Broomfield County,Colorado,415600.0000956585
832,Pearl River County,Mississippi,131999.99998197952
833,Pickaway County,Ohio,161300.0000386448
834,Lamar County,Mississippi,177600.0000815402
835,Saline County,Kansas,117699.99994532584
836,Fulton County,New York,109800.0000489624
837,Putnam County,West Virginia,148999.99993331204
838,Kenai Peninsula Borough,Alaska,246599.9999675793
839,Cherokee County,South Carolina,63600.000019651685
840,Carson City,Nevada,270600.0000727111
841,San Benito County,California,503599.9999913658
842,Gordon County,Georgia,121399.99995654024
843,Walton County,Florida,329499.9999549863
844,Venango County,Pennsylvania,70499.99996922619
845,Washington County,Virginia,136299.99997370478
846,Campbell County,Virginia,144800.00004919549
847,Halifax County,North Carolina,72500.00002311863
848,Saint Mary Parish,Louisiana,85000.0000141196
849,Autauga County,Alabama,144599.99997129934
850,Colbert County,Alabama,95400.00003044891
851,Maverick County,Texas,126500.00002627596
852,Roane County,Tennessee,128099.99996940895
853,Boone County,Illinois,151499.99999899935
854,Henry County,Virginia,72299.99999895356
855,Chisago County,Minnesota,215699.99999593527
856,Coles County,Illinois,78899.99998348385
857,Gila County,Arizona,196999.99990802284
858,Jefferson County,West Virginia,212700.00001296232
859,Ogle County,Illinois,127399.99996654976
860,Rusk County,Texas,123600.00003776667
861,Ashland County,Ohio,124200.00001342702
862,Darke County,Ohio,123099.99999261968
863,Russell County,Alabama,84700.0000297193
864,Knox County,Illinois,66799.99999056941
865,Wayne County,Pennsylvania,149499.99994973224
866,Coffee County,Tennessee,121899.99996749334
867,Saint Charles Parish,Louisiana,184300.00001330485
868,Johnson County,Missouri,159600.0000607474
869,Van Zandt County,Texas,121500.0000197415
870,Lincoln County,Missouri,155299.99994148244
871,Grady County,Oklahoma,104500.00000169368
872,Waupaca County,Wisconsin,130499.99998976104
873,Vernon Parish,Louisiana,90499.99998275746
874,Union County,Ohio,190900.0000098917
875,Cass County,Michigan,107100.00003100262
876,Pulaski County,Missouri,139199.99995424482
877,McMinn County,Tennessee,109000.00000446722
878,Effingham County,Georgia,170399.9999907022
879,Somerset County,Maine,103899.99997728613
880,Pender County,North Carolina,214099.9999140356
881,Eagle County,Colorado,656399.9998858435
882,Lyon County,Nevada,233699.99995080955
883,Taney County,Missouri,126000.00003705882
884,Franklin County,New York,90000.00002875399
885,Winona County,Minnesota,158600.00003410334
886,Worcester County,Maryland,237999.99992833598
887,Jefferson County,Tennessee,130700.00002079533
888,La Plata County,Colorado,396600.0001289165
889,Grant County,Wisconsin,127599.99996261644
890,Hood County,Texas,204499.99993426152
891,Tioga County,New York,117099.99996751246
892,Watauga County,North Carolina,225899.99991758898
893,Washington County,Oklahoma,90200.00000901999
894,Crittenden County,Arkansas,81700.00002692596
895,Cherokee County,Texas,85900.0000002789
896,Camden County,Georgia,156500.00002809445
897,Chenango County,New York,92600.00004057861
898,LeFlore County,Oklahoma,70300.00000428222
899,Montgomery County,New York,100300.00004306408
900,Grundy County,Illinois,179899.9999773416
901,Dearborn County,Indiana,163899.99998381454
902,Box Elder County,Utah,205399.99991382542
903,Coffee County,Alabama,109500.00004506568
904,Bristol County,Rhode Island,330400.00002054893
905,Bedford County,Pennsylvania,118800.00005394961
906,Jackson County,Florida,87900.00000663396
907,Gibson County,Tennessee,72000.0000306383
908,Dickson County,Tennessee,150199.99996012708
909,Kerr County,Texas,184100.0000699841
910,Boyd County,Kentucky,85400.00003495795
911,Henry County,Indiana,75999.99999652969
912,Shelby County,Ohio,132800.00000601925
913,Columbia County,Oregon,277399.9999174102
914,Cortland County,New York,116299.99999866541
915,Franklin County,Kentucky,129600.0000520697
916,Greene County,New York,171900.0000336594
917,Clinton County,Iowa,110000.0
918,Calumet County,Wisconsin,170300.00005220252
919,Allegany County,New York,66799.99996909675
920,Harrisonburg City,Virginia,182500.00001430998
921,Jessamine County,Kentucky,145300.00004164767
922,Loudon County,Tennessee,181099.9999435769
923,Newaygo County,Michigan,85500.00003053571
924,Laurens County,Georgia,95599.99997441446
925,Delaware County,New York,133900.00000477213
926,Carroll County,New Hampshire,230900.00007915305
927,Queen Annes County,Maryland,316199.99988067924
928,Macoupin County,Illinois,69099.9999941635
929,Franklin County,Vermont,201399.99999200867
930,Navarro County,Texas,92500.00003306946
931,Oktibbeha County,Mississippi,176899.9999360511
932,Carter County,Oklahoma,82799.99996999449
933,Noble County,Indiana,104899.9999686673
934,Osage County,Oklahoma,102700.00001082488
935,Santa Cruz County,Arizona,124000.00004087911
936,Stokes County,North Carolina,138900.00000337002
937,Lafayette County,Mississippi,204099.99997217732
938,Scott County,Kentucky,173300.00004318447
939,Washington Parish,Louisiana,73799.99997761803
940,Marshall County,Indiana,124499.99998877975
941,Douglas County,Nevada,379100.00006121444
942,Cherokee County,Oklahoma,89800.0000315342
943,Hoke County,North Carolina,161300.00003389842
944,Hopkins County,Kentucky,85200.0000104517
945,Lincoln Parish,Louisiana,160399.99995227766
946,Culpeper County,Virginia,238199.99998713942
947,Hillsdale County,Michigan,112399.99996108563
948,Kay County,Oklahoma,62699.999996865
949,Gadsden County,Florida,88899.99999299923
950,Warren County,Iowa,181100.00004680007
951,Goodhue County,Minnesota,188099.99991137595
952,Iron County,Utah,201800.00007815476
953,Lawrence County,Indiana,79099.99996747835
954,Campbell County,Wyoming,260099.99996459472
955,Buffalo County,Nebraska,191400.00008562632
956,Lincoln County,Oregon,257599.99990586648
957,Perry County,Pennsylvania,154800.00003725957
958,Auglaize County,Ohio,119899.99995022135
959,Saint John the Baptist Parish,Louisiana,131799.9999841134
960,Huntingdon County,Pennsylvania,116399.99994639473
961,Barron County,Wisconsin,136600.00005407474
962,Logan County,Ohio,114600.00002665115
963,Pittsburg County,Oklahoma,78000.0000352019
964,Baldwin County,Georgia,129100.0000041616
965,Bingham County,Idaho,181300.00003729187
966,Calaveras County,California,288000.0
967,Colquitt County,Georgia,86600.00002926803
968,Vance County,North Carolina,84599.99997996067
969,Polk County,Texas,134300.00006018765
970,Branch County,Michigan,94400.00002754088
971,Jefferson County,Pennsylvania,81399.99996880935
972,Phelps County,Missouri,129900.00004463564
973,Itasca County,Minnesota,143200.0000314068
974,Bedford County,Tennessee,130599.99999446463
975,Stephens County,Oklahoma,59900.000024472414
976,McDowell County,North Carolina,125300.00002662854
977,Siskiyou County,California,185100.00007580465
978,Brown County,Ohio,121899.99998559627
979,Whitman County,Washington,218799.99997861948
980,Thomas County,Georgia,105099.9999967371
981,Monroe County,Tennessee,108899.99998685834
982,Windham County,Vermont,181700.00002909452
983,Ohio County,West Virginia,97100.00003311786
984,Beltrami County,Minnesota,146999.99999460552
985,Shelby County,Indiana,128099.99995480967
986,Callaway County,Missouri,145300.000055139
987,Polk County,Wisconsin,170199.9999663407
988,Douglas County,Wisconsin,127299.99996075075
989,Cerro Gordo County,Iowa,102600.000039039
990,Camden County,Missouri,185900.0000319992
991,Hancock County,Mississippi,137700.00005067504
992,Dunn County,Wisconsin,149700.00006233706
993,Sweetwater County,Wyoming,221099.9999918038
994,Sullivan County,New Hampshire,174299.99994218204
995,Chilton County,Alabama,114299.99998984646
996,Highland County,Ohio,93999.99997974535
997,Stevens County,Washington,177500.00005527528
998,Charlottesville City,Virginia,286900.0000118422
999,Miller County,Arkansas,93899.99997230287
1000,McKean County,Pennsylvania,60000.00000000001
1001,Nelson County,Kentucky,144099.99996003797
1002,Madison County,Ohio,153199.99999287003
1003,Susquehanna County,Pennsylvania,113399.99998885221
1004,Habersham County,Georgia,137200.0000379509
1005,Wilson County,Texas,247000.00006269035
1006,Orleans County,New York,96400.00004367396
1007,Mecosta County,Michigan,92600.00003686851
1008,Butler County,Missouri,118499.99996350199
1009,Muscatine County,Iowa,137700.0000444936
1010,Fulton County,Ohio,130400.00004928504
1011,Gratiot County,Michigan,82699.99998331166
1012,Bryan County,Oklahoma,98599.99997453684
1013,Sequoyah County,Oklahoma,79899.99999459657
1014,Jackson County,Indiana,120400.00000683885
1015,Coffee County,Georgia,80099.99997811053
1016,Preble County,Ohio,102099.9999596486
1017,Kandiyohi County,Minnesota,151999.99997085682
1018,Pettis County,Missouri,87199.99999226452
1019,Wyoming County,New York,107300.00004244022
1020,Greene County,Arkansas,92899.99996476511
1021,Shelby County,Kentucky,186399.99991398427
1022,Avoyelles Parish,Louisiana,84399.99996519588
1023,Clinton County,Ohio,128999.99998058063
1024,Shenandoah County,Virginia,175000.00004706832
1025,Shawano County,Wisconsin,112799.9999818156
1026,Dubois County,Indiana,141799.9999410844
1027,Lawrence County,Tennessee,92500.00001577729
1028,Logan County,Oklahoma,148499.99997645055
1029,Marinette County,Wisconsin,98199.99995775956
1030,Tallapoosa County,Alabama,110799.99996517453
1031,Suwannee County,Florida,123600.00001714894
1032,Baxter County,Arkansas,119699.9999655645
1033,Delaware County,Oklahoma,147300.00001043334
1034,Polk County,Georgia,85600.00000784667
1035,Ottawa County,Ohio,132999.99993979424
1036,Wharton County,Texas,125399.99995202571
1037,Montrose County,Colorado,237799.99997627517
1038,Mayes County,Oklahoma,102800.00003276044
1039,Davie County,North Carolina,158999.99993345022
1040,Webster Parish,Louisiana,52400.00001166535
1041,Okanogan County,Washington,160699.9999595739
1042,Franklin County,Tennessee,122599.99995784475
1043,Pierce County,Wisconsin,199400.0000874628
1044,Kittitas County,Washington,277999.9999702276
1045,Bonner County,Idaho,270299.9999603735
1046,Jim Wells County,Texas,94799.99998738713
1047,Mercer County,Ohio,147000.00006514453
1048,Campbell County,Tennessee,96400.00002708605
1049,Marshall County,Iowa,99400.00000385646
1050,Pike County,Mississippi,107600.00000116324
1051,Howell County,Missouri,112999.99998766583
1052,Des Moines County,Iowa,85999.99996451684
1053,Jackson County,North Carolina,180299.9999295338
1054,Rio Arriba County,New Mexico,172399.99992694575
1055,Ravalli County,Montana,192299.99999866085
1056,Fremont County,Wyoming,210399.99991794777
1057,Tift County,Georgia,120399.99996222745
1058,Guernsey County,Ohio,90600.00002838073
1059,Okmulgee County,Oklahoma,59699.9999794539
1060,Okeechobee County,Florida,118700.00001937422
1061,Clarion County,Pennsylvania,80999.99996589473
1062,Warren County,Tennessee,92199.99999089152
1063,Knox County,Maine,215100.0000444534
1064,Snyder County,Pennsylvania,149700.0000235285
1065,Murray County,Georgia,114800.00002716933
1066,Natchitoches Parish,Louisiana,116699.99998327854
1067,Person County,North Carolina,134400.00001734195
1068,Essex County,New York,152499.99997576285
1069,Harrison County,Indiana,139199.99994567805
1070,Upshur County,Texas,135500.00002149242
1071,Nez Perce County,Idaho,205899.9999948396
1072,Clinton County,Pennsylvania,136000.00006151237
1073,Mower County,Minnesota,92500.00002418013
1074,Hendry County,Florida,108500.00002919082
1075,Crawford County,Kansas,74099.9999727699
1076,Cheatham County,Tennessee,182399.99999114295
1077,Defiance County,Ohio,97400.00000017254
1078,Livingston County,Illinois,90400.00004378291
1079,Colleton County,South Carolina,108599.99998019192
1080,Jefferson County,Illinois,53800.00002201779
1081,Woodford County,Illinois,149499.9999508097
1082,Lawrence County,Missouri,94900.00002574947
1083,Chippewa County,Michigan,87100.00001408426
1084,Benton County,Minnesota,172299.99997929088
1085,Knox County,Indiana,74999.99997812136
1086,Cooke County,Texas,131600.0000324668
1087,Douglas County,Washington,319400.0000128682
1088,Fayette County,Tennessee,186299.99996979642
1089,Dyer County,Tennessee,73699.99999758077
1090,Montgomery County,Indiana,104699.9999895645
1091,Brown County,Texas,83600.00003472324
1092,Amador County,California,294399.9999879104
1093,Caldwell County,Texas,138300.00003348026
1094,Webster County,Iowa,81399.99999754479
1095,Putnam County,Indiana,128200.00002212498
1096,Erath County,Texas,127699.99996352637
1097,Isanti County,Minnesota,177600.00002114286
1098,Talbot County,Maryland,296500.00007006334
1099,Clinton County,Illinois,114099.99999781126
1100,Oconto County,Wisconsin,141000.00005055775
1101,Williams County,Ohio,92900.00001072278
1102,Warren County,Virginia,201599.99998463268
1103,Madison County,Idaho,219400.00004232625
1104,Newberry County,South Carolina,90200.00001769382
1105,Pontotoc County,Oklahoma,89099.9999669057
1106,Graham County,Arizona,158200.0000535978
1107,Alexander County,North Carolina,137799.9999986759
1108,Calloway County,Kentucky,127600.00000461552
1109,Lagrange County,Indiana,155299.99994148244
1110,Bennington County,Vermont,167100.0000643195
1111,Huntington County,Indiana,89900.00001343638
1112,Delta County,Michigan,92399.99997131464
1113,Alcorn County,Mississippi,88799.99997462858
1114,Clatsop County,Oregon,279000.0000371035
1115,Monroe County,Mississippi,75600.00001188624
1116,Scotts Bluff County,Nebraska,107299.99997759952
1117,Boone County,Arkansas,101199.99998660966
1118,Miami County,Indiana,74399.9999678665
1119,Coshocton County,Ohio,88499.9999744354
1120,Gloucester County,Virginia,219400.00007725216
1121,Green County,Wisconsin,155799.99992888008
1122,Jasper County,Iowa,122100.00001808541
1123,Addison County,Vermont,224600.00008116037
1124,Finney County,Kansas,146299.99999277532
1125,Matagorda County,Texas,134100.0000232277
1126,Dodge County,Nebraska,124999.99999999999
1127,McLeod County,Minnesota,161500.00005575482
1128,Independence County,Arkansas,91300.00000670618
1129,Steele County,Minnesota,158299.99996390133
1130,Summit County,Utah,619800.0001543574
1131,Ware County,Georgia,78100.00003552632
1132,Cowley County,Kansas,69100.00000791869
1133,Albany County,Wyoming,219700.00004275245
1134,Lincoln County,Nebraska,141800.00005167985
1135,Hale County,Texas,71200.00000672755
1136,Halifax County,Virginia,75100.00003166072
1137,Scotland County,North Carolina,71800.00003193115
1138,Perry County,Ohio,91200.00000139237
1139,Douglas County,Minnesota,199299.9999538631
1140,Oneida County,Wisconsin,154699.99995042282
1141,Prince George County,Virginia,188600.00003067421
1142,Jasper County,Texas,105400.00003481278
1143,Cocke County,Tennessee,79900.00001539516
1144,Beauregard Parish,Louisiana,101099.9999970423
1145,Whitley County,Kentucky,85599.99997770085
1146,Wapello County,Iowa,72900.00003405198
1147,Clark County,Kentucky,143399.9999468407
1148,Barry County,Missouri,115500.00002346093
1149,Laclede County,Missouri,121499.999975158
1150,Morgan County,Illinois,79800.00002374536
1151,Montgomery County,Kansas,52699.99999633037
1152,Carlton County,Minnesota,156600.00006340301
1153,Sagadahoc County,Maine,205999.99993722994
1154,Isle of Wight County,Virginia,239800.00001465017
1155,Seneca County,New York,102500.0
1156,Chambers County,Texas,201500.00003212193
1157,Hill County,Texas,83199.99997714678
1158,Bureau County,Illinois,79700.0
1159,Clarendon County,South Carolina,100900.00002031415
1160,Madison County,Nebraska,156399.99995669798
1161,Pulaski County,Virginia,109700.00000236894
1162,Lincoln County,Mississippi,121800.00004077515
1163,De Soto County,Florida,105199.99997845505
1164,Christian County,Illinois,79700.00000859104
1165,Harvey County,Kansas,118400.0000317175
1166,McClain County,Oklahoma,154600.00003006897
1167,Putnam County,Ohio,135099.999957022
1168,Adams County,Indiana,119500.00004979166
1169,Geary County,Kansas,129099.99997882488
1170,Lincoln County,Oklahoma,75400.00001350703
1171,Effingham County,Illinois,127600.00000157897
1172,Steuben County,Indiana,145199.99999136355
1173,Evangeline Parish,Louisiana,57100.000006993796
1174,Macon County,North Carolina,169400.00003741804
1175,Dare County,North Carolina,292200.0000448143
1176,Fannin County,Texas,89899.9999930289
1177,Ford County,Kansas,103699.99996461107
1178,Washington County,Texas,183499.99997599705
1179,Sioux County,Iowa,158500.00000699263
1180,Lyon County,Kansas,86999.99998813221
1181,Gibson County,Indiana,98600.00003043543
1182,Orange County,Virginia,205200.00009057103
1183,Jasper County,Indiana,152900.00005931157
1184,Kendall County,Texas,328099.99988459353
1185,Iberville Parish,Louisiana,93799.9999576577
1186,Lincoln County,Tennessee,101099.99995961496
1187,Marion County,Iowa,137900.00004606223
1188,Whitley County,Indiana,140499.9999660862
1189,Jackson County,Ohio,81100.00000586486
1190,Clinton County,Indiana,90599.9999998256
1191,Morrison County,Minnesota,179700.0000562116
1192,Louisa County,Virginia,198399.99993430215
1193,McCurtain County,Oklahoma,69400.00001808189
1194,Botetourt County,Virginia,180900.0000431377
1195,Chester County,South Carolina,65099.99999775518
1196,Huron County,Michigan,95699.99999239205
1197,Transylvania County,North Carolina,209699.99991875197
1198,Caroline County,Maryland,175200.0000617445
1199,Coos County,New Hampshire,112499.99996510545
1200,Pike County,Alabama,123700.00002906611
1201,Wabash County,Indiana,96400.00004177641
1202,Sumter County,Georgia,76199.99998095
1203,Miami County,Kansas,179399.99999326793
1204,Schoharie County,New York,131399.9999456602
1205,Emmet County,Michigan,150300.00004261415
1206,Dorchester County,Maryland,137900.00002476844
1207,McDonough County,Illinois,67899.99998346527
1208,Uintah County,Utah,255400.00006373145
1209,Warren County,Missouri,160099.99999170325
1210,Becker County,Minnesota,202899.9999204839
1211,Jefferson County,Indiana,102899.99996364042
1212,Amherst County,Virginia,148900.00004806326
1213,Titus County,Texas,113300.00004777938
1214,Henry County,Tennessee,82799.99998045493
1215,Adams County,Mississippi,114500.0000182086
1216,Platte County,Nebraska,151000.00003222562
1217,Smyth County,Virginia,72899.99997765968
1218,Stone County,Missouri,155800.00004798188
1219,Kleberg County,Texas,111599.99999015004
1220,Harris County,Georgia,212900.00001254573
1221,Bee County,Texas,111499.99997962624
1222,Ottawa County,Oklahoma,62199.999982478876
1223,Rhea County,Tennessee,107799.99995588746
1224,Obion County,Tennessee,67599.99997382115
1225,Polk County,Minnesota,175600.00001692981
1226,Jefferson Davis Parish,Louisiana,74999.9999755541
1227,Muhlenberg County,Kentucky,83699.99998544347
1228,Marshall County,Kentucky,91899.99998114872
1229,Malheur County,Oregon,146899.99997666883
1230,Juneau Borough,Alaska,381800.0000651147
1231,Freeborn County,Minnesota,96799.99996448345
1232,Clare County,Michigan,83700.00002174803
1233,Wakulla County,Florida,153700.00001767284
1234,Hancock County,West Virginia,82300.00003476634
1235,Marshall County,Tennessee,133499.9999627355
1236,Cass County,Texas,98599.9999798895
1237,Logan County,Illinois,79599.99998213854
1238,Bryan County,Georgia,218999.999946926
1239,Montgomery County,Illinois,54399.99997495252
1240,Wayne County,Georgia,104899.99997920521
1241,Garrett County,Maryland,158999.99996715673
1242,Lumpkin County,Georgia,191499.99994427248
1243,Jefferson County,Washington,343200.0000165311
1244,Vernon County,Wisconsin,135299.99998821036
1245,Pine County,Minnesota,155599.99999677698
1246,Iroquois County,Illinois,73800.00001082275
1247,Neshoba County,Mississippi,106499.99999391696
1248,Alpena County,Michigan,78000.00000947753
1249,Grant County,New Mexico,121699.99995251892
1250,Giles County,Tennessee,99499.99998981724
1251,Copiah County,Mississippi,74100.00003309004
1252,Pickens County,Georgia,175099.99994884405
1253,Hocking County,Ohio,112999.99998783077
1254,Wythe County,Virginia,120899.99998013787
1255,McPherson County,Kansas,134399.99999392114
1256,Sheridan County,Wyoming,230199.99999404253
1257,Fayette County,Ohio,101999.99996557727
1258,Union County,South Carolina,59100.00002919761
1259,Tate County,Mississippi,124099.9999513745
1260,Carroll County,Ohio,99399.99999527962
1261,Ripley County,Indiana,110800.00004552938
1262,Trempealeau County,Wisconsin,142699.99999819967
1263,Marion County,Missouri,114799.99998111355
1264,Haralson County,Georgia,110900.00004448481
1265,Lake County,Montana,253199.99989480668
1266,Van Wert County,Ohio,97199.99997057334
1267,Lincoln County,Wisconsin,124599.99994858692
1268,Mason County,Michigan,105099.99996676166
1269,Jones County,Georgia,126599.9999791671
1270,Meade County,Kentucky,125899.99999240995
1271,Cass County,Minnesota,160199.99993072927
1272,Caroline County,Virginia,175499.99994515625
1273,Jennings County,Indiana,103999.99997143347
1274,Carroll County,Tennessee,70299.99997267158
1275,Bradford County,Florida,112399.99996549345
1276,Ellis County,Kansas,166699.99992631664
1277,Boyle County,Kentucky,126099.99995729297
1278,Austin County,Texas,194899.9999215362
1279,Gilmer County,Georgia,186800.00007205547
1280,Wyoming County,Pennsylvania,140299.9999824625
1281,Washington County,Indiana,104900.00000702086
1282,Marion County,Tennessee,99199.99997469479
1283,Park County,Wyoming,240199.99991906306
1284,Glenn County,California,197200.0000218202
1285,Madison County,Georgia,127300.00000848666
1286,Palo Pinto County,Texas,109200.0000191876
1287,Powhatan County,Virginia,267499.9999295285
1288,Morehouse Parish,Louisiana,78899.99997529008
1289,Sanpete County,Utah,197200.00007595852
1290,Lauderdale County,Tennessee,61299.99998720212
1291,Montgomery County,North Carolina,87699.99996375432
