County,State,lat,lng
Coweta County, Georgia,33.3716708,-84.7315563
Cobb County, Georgia,33.8999297,-84.56414699999999
Gilmer County, Georgia,34.6935359,-84.4802606
Dade County, Georgia,25.5516034,-80.6326916
Walton County, Georgia,30.56401989999999,-86.17517590000001
Wilkes County, Georgia,36.202858,-81.2518833
Brooks County, Georgia,27.0273057,-98.2212979
Dodge County, Georgia,43.3994215,-88.7108964
Gordon County, Georgia,34.4891699,-84.8567932
Elbert County, Georgia,39.35370040000001,-104.1930918
Cherokee County, Georgia,34.2514526,-84.4802606
Fayette County, Georgia,33.4502206,-84.4802606
Jenkins County, Georgia,32.7781246,-81.9971108
Lee County, Georgia,26.6630286,-81.9534815
Newton County, Georgia,33.5544296,-83.8473015
Pickens County, Georgia,34.9046217,-82.6483442
Greene County, Georgia,39.697399,-83.8897057
Colquitt County, Georgia,31.2072856,-83.8473015
Cook County, Georgia,41.7376587,-87.697554
Dawson County, Georgia,34.412912,-84.14351359999999
Hancock County, Georgia,39.8249915,-85.84862360000001
Clayton County, Georgia,33.5571944,-84.375233
Fulton County, Georgia,33.8033965,-84.3962535
Hall County, Georgia,34.30778,-83.804868
Lumpkin County, Georgia,34.5813972,-83.9744262
McDuffie County, Georgia,33.5258626,-82.5185837
Miller County, Georgia,33.3335556,-93.86553029999999
Morgan County, Georgia,41.0576176,-111.6183755
Heard County, Georgia,33.2990406,-85.14793639999999
Oconee County, Georgia,33.8231988,-83.4430118
Dougherty County, Georgia,31.5439375,-84.2278796
Fannin County, Georgia,33.5544296,-96.15269850000001
Henry County, Georgia,33.4347963,-84.14351359999999
Houston County, Georgia,32.4219655,-83.63484299999999
Laurens County, Georgia,34.5203466,-82.12783999999999
Long County, Georgia,31.7755541,-81.8224362
Spalding County, Georgia,33.2636732,-84.3121264
Stephens County, Georgia,34.5458998,-83.2934086
Telfair County, Georgia,31.8907647,-82.99316069999999
Union County, Georgia,34.9338651,-80.54384499999999
Upson County, Georgia,32.9047684,-84.3121264
Washington County, Georgia,45.5469616,-123.1386021
White County, Georgia,34.6567728,-83.7199136
Peach County, Georgia,32.5892926,-83.8260884
Paulding County, Georgia,33.9142037,-84.8984775
Pierce County, Georgia,47.0675877,-122.1295269
Pike County, Georgia,41.3361875,-75.06111469999999
Richmond County, Georgia,33.3205339,-82.08429009999999
Screven County, Georgia,32.7074673,-81.6035062
Tattnall County, Georgia,32.0634576,-82.08429009999999
Berrien County, Georgia,42.0320742,-86.7416374
Walker County, Georgia,30.6815394,-95.6457951
Gwinnett County, Georgia,33.9190653,-84.01674229999999
Barrow County, Georgia,34.0142667,-83.6986568
Charlton County, Georgia,30.7917361,-82.08429009999999
Clinch County, Georgia,30.9716985,-82.82097399999999
Bartow County, Georgia,34.2660473,-84.8150781
Douglas County, Georgia,39.2587106,-104.9388853
Grady County, Georgia,35.0472662,-97.87216
Jeff Davis County, Georgia,30.750805,-104.1930918
Montgomery County, Georgia,39.1547426,-77.2405153
Oglethorpe County, Georgia,33.9119731,-83.03613759999999
Randolph County, Georgia,35.7449531,-79.8296743
Rockdale County, Georgia,33.6752492,-84.0378894
Ware County, Georgia,31.134411,-82.4752757
Wayne County, Georgia,42.2790746,-83.33618799999999
Wheeler County, Georgia,44.6659766,-120.0829624
Wilcox County, Georgia,32.0105439,-87.3413599
Baldwin County, Georgia,30.6010744,-87.77633329999999
Banks County, Georgia,34.378542,-83.46435509999999
Bulloch County, Georgia,32.3595678,-81.77870209999999
Clarke County, Georgia,33.9519347,-83.357567
Hawaii County, Hawaii,19.5429151,-155.6658568
Honolulu County, Hawaii,21.3069857,-157.8584319
Maui County, Hawaii,20.7983626,-156.3319253
Kauai County, Hawaii,21.9661076,-159.5737912
Kalawao County, Hawaii,21.2273942,-156.9749731
Oneida County, Idaho,43.2371798,-75.4344727
Cassia County, Idaho,42.358036,-113.5728501
Gem County, Idaho,44.0324936,-116.3589245
Lincoln County, Idaho,35.4637028,-81.20781640000001
Valley County, Idaho,44.9204669,-115.7926381
Adams County, Idaho,39.8398269,-104.1930918
Franklin County, Idaho,40.0154745,-82.99316069999999
Nez Perce County, Idaho,46.41818139999999,-116.622876
Jerome County, Idaho,42.712818,-114.3287857
Kootenai County, Idaho,47.7568407,-116.6222056
Lewis County, Idaho,46.6195461,-122.4554639
Minidoka County, Idaho,42.8409971,-113.5808126
Twin Falls County, Idaho,42.335252,-114.6758916
Owyhee County, Idaho,42.6827359,-116.0622892
Blaine County, Idaho,43.4743428,-113.9664446
Boise County, Idaho,43.9604787,-115.8563106
Boundary County, Idaho,48.7987617,-116.5627065
Butte County, Idaho,39.6253952,-121.5370003
Caribou County, Idaho,42.75386839999999,-111.6660725
Gooding County, Idaho,42.9180557,-114.7494346
Ada County, Idaho,43.478767,-116.2420304
Bannock County, Idaho,42.5836362,-112.1430215
Bear Lake County, Idaho,42.228222,-111.2845025
Bingham County, Idaho,43.2112303,-112.3624146
Bonneville County, Idaho,43.4508683,-111.5455289
Camas County, Idaho,43.5093688,-114.8243665
Canyon County, Idaho,43.67795810000001,-116.6865435
Clearwater County, Idaho,47.72007869999999,-95.3105661
Jefferson County, Idaho,39.5800298,-105.2662931
Latah County, Idaho,46.7360364,-116.6764195
Custer County, Idaho,38.0615578,-105.3131185
Lemhi County, Idaho,45.0364592,-113.9230554
Payette County, Idaho,44.02051850000001,-116.7205398
Benewah County, Idaho,47.2437836,-116.6499425
Bonner County, Idaho,48.2751783,-116.5931483
Clark County, Idaho,36.0795613,-115.094045
Elmore County, Idaho,32.5647083,-86.0121573
Fremont County, Idaho,38.5306514,-105.5005483
Madison County, Idaho,38.9041402,-89.9253233
Shoshone County, Idaho,47.1746948,-115.9104676
Idaho County, Idaho,45.9019541,-115.7237433
Teton County, Idaho,43.853632,-110.6314491
Power County, Idaho,42.7528492,-112.7684521
Washington County, Idaho,45.5469616,-123.1386021
Hancock County, Illinois,39.8249915,-85.84862360000001
Madison County, Illinois,38.9041402,-89.9253233
Grundy County, Illinois,41.3500531,-88.4016041
Kankakee County, Illinois,41.1790977,-87.77633329999999
Mercer County, Illinois,40.3028533,-74.7337069
DuPage County, Illinois,41.8243831,-88.0900762
Sangamon County, Illinois,39.7337353,-89.62516459999999
Alexander County, Illinois,35.8974199,-81.20781640000001
Menard County, Illinois,30.9802428,-99.8124935
Randolph County, Illinois,35.7449531,-79.8296743
Morgan County, Illinois,41.0576176,-111.6183755
Cook County, Illinois,41.7376587,-87.697554
Ogle County, Illinois,41.9969811,-89.3226954
Macon County, Illinois,35.1197519,-83.33618799999999
Stephenson County, Illinois,42.31448899999999,-89.62516459999999
Wayne County, Illinois,42.2790746,-83.33618799999999
White County, Illinois,34.6567728,-83.7199136
Woodford County, Illinois,40.7128889,-89.1705998
Franklin County, Illinois,40.0154745,-82.99316069999999
Henderson County, Illinois,35.3725873,-82.4319405
McDonough County, Illinois,40.3885122,-90.6773046
McHenry County, Illinois,42.3039993,-88.4016041
McLean County, Illinois,40.5478429,-88.86469799999999
Moultrie County, Illinois,39.6020543,-88.59517509999999
Perry County, Illinois,40.371376,-77.2405153
Pike County, Illinois,41.3361875,-75.06111469999999
Pope County, Illinois,35.440627,-93.0175712
Rock Island County, Illinois,41.39982089999999,-90.563609
St. Clair County, Illinois,43.016179,-82.6483442
Shelby County, Illinois,35.1268552,-89.9253233
Wabash County, Illinois,40.8033875,-85.84862360000001
Champaign County, Illinois,40.2138865,-88.24611829999999
Calhoun County, Illinois,42.2073905,-85.02334599999999
Cumberland County, Illinois,34.9542604,-78.74762079999999
Ford County, Illinois,37.6540069,-99.8124935
Jo Daviess County, Illinois,42.3148804,-90.2244662
Kane County, Illinois,41.987884,-88.4016041
Kendall County, Illinois,41.5507043,-88.4403883
Lawrence County, Illinois,40.957855,-80.365865
Brown County, Illinois,44.45616740000001,-87.9334803
Marion County, Illinois,44.8446393,-122.5927411
Marshall County, Illinois,34.3652297,-86.3376761
Mason County, Illinois,47.4251146,-123.1951376
Iroquois County, Illinois,40.7740275,-87.697554
Christian County, Illinois,36.99764400000001,-93.17796589999999
Clay County, Illinois,29.9943564,-81.77870209999999
Gallatin County, Illinois,45.5388865,-111.1194231
Jackson County, Illinois,38.9914998,-94.315422
Monroe County, Illinois,43.2841246,-77.7452081
Peoria County, Illinois,40.7156396,-89.77553379999999
Union County, Illinois,34.9338651,-80.54384499999999
Winnebago County, Illinois,44.0126679,-88.7108964
Piatt County, Illinois,40.0543526,-88.55653099999999
Pulaski County, Illinois,34.75386150000001,-92.2236667
Schuyler County, Illinois,42.3796425,-76.8720961
Stark County, Illinois,40.8684676,-81.2518833
Edgar County, Illinois,39.71312229999999,-87.77633329999999
Bond County, Illinois,38.902985,-89.4742177
Boone County, Illinois,38.9940572,-84.7315563
Bureau County, Illinois,41.35991560000001,-89.4742177
Carroll County, Illinois,39.5423418,-77.0564464
Coles County, Illinois,39.5560011,-88.24611829999999
Crawford County, Illinois,41.6661391,-80.2767327
Jersey County, Illinois,39.0704754,-90.37483540000001
Putnam County, Illinois,41.4351069,-73.7948516
De Witt County, Illinois,29.1235194,-97.35165579999999
Fayette County, Illinois,33.4502206,-84.4802606
Lee County, Illinois,26.6630286,-81.9534815
Logan County, Illinois,40.38996789999999,-83.8473015
Macoupin County, Illinois,39.2375268,-89.9253233
Richland County, Illinois,34.0412165,-80.9428911
Saline County, Illinois,34.5708215,-92.539603
Washington County, Illinois,45.5469616,-123.1386021
Montgomery County, Illinois,39.1547426,-77.2405153
Whiteside County, Illinois,41.7605503,-89.8505012
Adams County, Illinois,39.8398269,-104.1930918
Clinton County, Illinois,42.9663458,-84.5222189
DeKalb County, Illinois,33.7956441,-84.2278796
Edwards County, Illinois,29.9282955,-100.439656
Jasper County, Illinois,32.491436,-81.0754657
Jefferson County, Illinois,39.5800298,-105.2662931
Vermilion County, Illinois,40.122469,-87.697554
Will County, Illinois,41.5054724,-88.0900762
Williamson County, Illinois,30.7591685,-97.69822719999999
Clark County, Illinois,36.0795613,-115.094045
Douglas County, Illinois,39.2587106,-104.9388853
Effingham County, Illinois,32.378148,-81.38393260000001
Fulton County, Illinois,33.8033965,-84.3962535
Greene County, Illinois,39.697399,-83.8897057
Hamilton County, Illinois,39.2355447,-84.56414699999999
Hardin County, Illinois,30.364764,-94.315422
Henry County, Illinois,33.4347963,-84.14351359999999
Johnson County, Illinois,38.845412,-94.8520636
Knox County, Illinois,35.9874629,-83.9419784
Lake County, Illinois,42.3689363,-87.8271534
Livingston County, Illinois,42.6207951,-83.8473015
Massac County, Illinois,37.2478298,-88.7493998
Scott County, Illinois,44.6834072,-93.54079089999999
Tazewell County, Illinois,40.5522078,-89.4742177
Cass County, Illinois,47.2144536,-94.2309171
Warren County, Illinois,39.4241422,-84.1857115
Monroe County, Indiana,43.2841246,-77.7452081
Fountain County, Indiana,40.22271970000001,-87.3347575
Elkhart County, Indiana,41.6062253,-85.84862360000001
Starke County, Indiana,41.2715616,-86.6207943
Crawford County, Indiana,41.6661391,-80.2767327
Cass County, Indiana,47.2144536,-94.2309171
Greene County, Indiana,39.697399,-83.8897057
Marion County, Indiana,44.8446393,-122.5927411
Wayne County, Indiana,42.2790746,-83.33618799999999
Grant County, Indiana,47.1981147,-119.3732456
LaSalle County, Illinois,41.4363987,-88.94138650000001
Clay County, Indiana,29.9943564,-81.77870209999999
Hendricks County, Indiana,39.8064942,-86.5400674
Dubois County, Indiana,38.357918,-86.8220341
Franklin County, Indiana,40.0154745,-82.99316069999999
Hancock County, Indiana,39.8249915,-85.84862360000001
Jackson County, Indiana,38.9914998,-94.315422
Howard County, Indiana,39.2873463,-76.964306
Ohio County, Indiana,37.5108523,-86.8220341
Owen County, Indiana,39.3603429,-86.8220341
Parke County, Indiana,39.69929459999999,-87.14228949999999
Randolph County, Indiana,35.7449531,-79.8296743
Whitley County, Indiana,41.1136133,-85.52002399999999
Benton County, Indiana,46.3166362,-119.5021582
Brown County, Indiana,44.45616740000001,-87.9334803
Clinton County, Indiana,42.9663458,-84.5222189
Putnam County, Indiana,41.4351069,-73.7948516
Union County, Indiana,34.9338651,-80.54384499999999
Washington County, Indiana,45.5469616,-123.1386021
Daviess County, Indiana,37.7307984,-87.10237459999999
Dearborn County, Indiana,39.1713075,-84.981754
Henry County, Indiana,33.4347963,-84.14351359999999
Knox County, Indiana,35.9874629,-83.9419784
Lawrence County, Indiana,40.957855,-80.365865
Madison County, Indiana,38.9041402,-89.9253233
Perry County, Indiana,40.371376,-77.2405153
Pike County, Indiana,41.3361875,-75.06111469999999
Pulaski County, Indiana,34.75386150000001,-92.2236667
Posey County, Indiana,38.0020359,-87.89424509999999
Steuben County, Indiana,42.321027,-77.3783789
Warren County, Indiana,39.4241422,-84.1857115
Vermillion County, Indiana,40.122469,-87.697554
Wells County, Indiana,40.7778348,-85.1894045
Floyd County, Indiana,34.2828967,-85.2308414
Allen County, Indiana,41.0932622,-85.02334599999999
Decatur County, Indiana,39.3176186,-85.52002399999999
Delaware County, Indiana,39.907793,-75.3878525
Miami County, Indiana,40.081473,-84.1857115
Jefferson County, Indiana,39.5800298,-105.2662931
Jennings County, Indiana,38.9914998,-85.684578
Johnson County, Indiana,38.845412,-94.8520636
Morgan County, Indiana,41.0576176,-111.6183755
Gibson County, Indiana,38.3338249,-87.5791287
Newton County, Indiana,33.5544296,-83.8473015
Orange County, Indiana,33.7174708,-117.8311428
St. Joseph County, Indiana,41.6228085,-86.3376761
Kosciusko County, Indiana,41.2864679,-85.84862360000001
Marshall County, Indiana,34.3652297,-86.3376761
Switzerland County, Indiana,38.8419394,-85.0649071
Vanderburgh County, Indiana,38.0806099,-87.5791287
Blackford County, Indiana,40.49927840000001,-85.31362179999999
Carroll County, Indiana,39.5423418,-77.0564464
Scott County, Indiana,44.6834072,-93.54079089999999
Harrison County, Indiana,30.432087,-89.0179332
Huntington County, Indiana,40.7911217,-85.52002399999999
LaPorte County, Indiana,41.4775131,-86.8220341
Wabash County, Indiana,40.8033875,-85.84862360000001
White County, Indiana,34.6567728,-83.7199136
Jasper County, Indiana,32.491436,-81.0754657
Jay County, Indiana,40.4465288,-85.02334599999999
Martin County, Indiana,27.0804935,-80.4103957
Porter County, Indiana,41.5248577,-87.10237459999999
Shelby County, Indiana,35.1268552,-89.9253233
Ripley County, Indiana,39.0986811,-85.2308414
Spencer County, Indiana,38.0123167,-85.31362179999999
Sullivan County, Indiana,41.6897493,-74.7805192
Tipton County, Indiana,35.5217179,-89.7379958
Tippecanoe County, Indiana,40.34697310000001,-86.8220341
Vigo County, Indiana,39.4165382,-87.42075179999999
Warrick County, Indiana,38.0736703,-87.2618328
Hamilton County, Indiana,39.2355447,-84.56414699999999
DeKalb County, Indiana,33.7956441,-84.2278796
LaGrange County, Indiana,41.62887020000001,-85.39627689999999
Bartholomew County, Indiana,39.206801,-85.8895551
Rush County, Indiana,39.6481768,-85.52002399999999
Boone County, Indiana,38.9940572,-84.7315563
Fulton County, Indiana,33.8033965,-84.3962535
Lake County, Indiana,42.3689363,-87.8271534
Montgomery County, Indiana,39.1547426,-77.2405153
Noble County, Indiana,41.4277391,-85.35496499999999
Adams County, Indiana,39.8398269,-104.1930918
Clark County, Indiana,36.0795613,-115.094045
Fayette County, Indiana,33.4502206,-84.4802606
Delaware County, Iowa,39.907793,-75.3878525
Jefferson County, Iowa,39.5800298,-105.2662931
Wayne County, Iowa,42.2790746,-83.33618799999999
Allamakee County, Iowa,43.2430754,-91.44346900000001
Linn County, Iowa,42.0659844,-91.67606909999999
Scott County, Iowa,44.6834072,-93.54079089999999
Dallas County, Iowa,32.8024682,-96.83509989999999
O'Brien County, Iowa,43.1131245,-95.6457951
Benton County, Iowa,46.3166362,-119.5021582
Butler County, Iowa,39.440463,-84.5222189
Dubuque County, Iowa,42.4694679,-90.8294002
Fremont County, Iowa,38.5306514,-105.5005483
Hamilton County, Iowa,39.2355447,-84.56414699999999
Pocahontas County, Iowa,38.3101706,-80.0087746
Taylor County, Iowa,32.2455088,-99.8124935
Union County, Iowa,34.9338651,-80.54384499999999
Van Buren County, Iowa,42.2459665,-86.0121573
Worth County, Iowa,43.3580686,-93.33889169999999
Ringgold County, Iowa,40.7973811,-94.315422
Adams County, Iowa,39.8398269,-104.1930918
Adair County, Iowa,37.076403,-85.31362179999999
Audubon County, Iowa,41.7326826,-94.976654
Chickasaw County, Iowa,33.8818791,-89.0179332
Clarke County, Iowa,33.9519347,-83.357567
Davis County, Iowa,40.9628845,-112.0953297
Dickinson County, Iowa,43.4049388,-95.18492189999999
Ida County, Iowa,42.3418685,-95.4777811
Johnson County, Iowa,38.845412,-94.8520636
Keokuk County, Iowa,41.3397063,-92.2236667
Monroe County, Iowa,43.2841246,-77.7452081
Tama County, Iowa,42.1292592,-92.539603
Wapello County, Iowa,41.0148894,-92.38136209999999
Sioux County, Iowa,43.08699360000001,-96.15269850000001
Franklin County, Iowa,40.0154745,-82.99316069999999
Calhoun County, Iowa,42.2073905,-85.02334599999999
Carroll County, Iowa,39.5423418,-77.0564464
Cedar County, Iowa,41.8346154,-91.13530200000001
Cerro Gordo County, Iowa,43.1543186,-93.20296750000001
Floyd County, Iowa,34.2828967,-85.2308414
Greene County, Iowa,39.697399,-83.8897057
Hardin County, Iowa,30.364764,-94.315422
Louisa County, Iowa,37.9925909,-77.973865
Lucas County, Iowa,41.6894388,-83.3789389
Lyon County, Iowa,38.9524739,-119.1390642
Winnebago County, Iowa,44.0126679,-88.7108964
Palo Alto County, Iowa,43.1580878,-94.645035
Shelby County, Iowa,35.1268552,-89.9253233
Appanoose County, Iowa,40.6806102,-92.8577105
Henry County, Iowa,33.4347963,-84.14351359999999
Iowa County, Iowa,42.9416737,-90.0746767
Jasper County, Iowa,32.491436,-81.0754657
Page County, Iowa,38.63013309999999,-78.52065
Winneshiek County, Iowa,43.2362611,-91.9099238
Poweshiek County, Iowa,41.6530119,-92.539603
Pottawattamie County, Iowa,41.3911501,-95.4777811
Marshall County, Iowa,34.3652297,-86.3376761
Clayton County, Iowa,33.5571944,-84.375233
Boone County, Iowa,38.9940572,-84.7315563
Bremer County, Iowa,42.76108199999999,-92.38136209999999
Buena Vista County, Iowa,42.6705452,-95.1432068
Howard County, Iowa,39.2873463,-76.964306
Emmet County, Iowa,45.6418969,-84.9769067
Guthrie County, Iowa,41.7530909,-94.479976
Hancock County, Iowa,39.8249915,-85.84862360000001
Humboldt County, Iowa,40.7450055,-123.8695086
Madison County, Iowa,38.9041402,-89.9253233
Marion County, Iowa,44.8446393,-122.5927411
Washington County, Iowa,45.5469616,-123.1386021
Wright County, Iowa,45.1538202,-94.01909429999999
Cass County, Iowa,47.2144536,-94.2309171
Cherokee County, Iowa,34.2514526,-84.4802606
Crawford County, Iowa,41.6661391,-80.2767327
Des Moines County, Iowa,40.9123374,-91.17369939999999
Fayette County, Iowa,33.4502206,-84.4802606
Harrison County, Iowa,30.432087,-89.0179332
Kossuth County, Iowa,43.25133839999999,-94.2333355
Mills County, Iowa,31.6137467,-98.5721016
Monona County, Iowa,42.001594,-95.9832577
Muscatine County, Iowa,41.5156913,-91.13530200000001
Osceola County, Iowa,28.1019838,-81.0754657
Polk County, Iowa,27.8617347,-81.6911559
Webster County, Iowa,42.3974963,-94.15137639999999
Story County, Iowa,42.1040438,-93.5003454
Woodbury County, Iowa,42.3166158,-95.9832577
Black Hawk County, Iowa,42.447804,-92.38136209999999
Grundy County, Iowa,41.3500531,-88.4016041
Jackson County, Iowa,38.9914998,-94.315422
Jones County, Iowa,31.5343241,-89.1705998
Lee County, Iowa,26.6630286,-81.9534815
Mitchell County, Iowa,36.0277763,-82.1496049
Montgomery County, Iowa,39.1547426,-77.2405153
Warren County, Iowa,39.4241422,-84.1857115
Sac County, Iowa,38.47467,-121.3541631
Mahaska County, Iowa,41.32958800000001,-92.6983868
Plymouth County, Iowa,41.9120406,-70.7168469
Buchanan County, Iowa,39.6349791,-94.81059549999999
Clay County, Iowa,29.9943564,-81.77870209999999
Clinton County, Iowa,42.9663458,-84.5222189
Decatur County, Iowa,39.3176186,-85.52002399999999
Smith County, Kansas,32.3352505,-95.3102505
Grant County, Kansas,47.1981147,-119.3732456
Jackson County, Kansas,38.9914998,-94.315422
Kingman County, Kansas,37.6071593,-98.2212979
Logan County, Kansas,40.38996789999999,-83.8473015
Cherokee County, Kansas,34.2514526,-84.4802606
Nemaha County, Kansas,39.7451077,-95.9832577
Pottawatomie County, Kansas,39.3976344,-96.3226072
Wyandotte County, Kansas,39.0986811,-94.7691586
Butler County, Kansas,39.440463,-84.5222189
Clay County, Kansas,29.9943564,-81.77870209999999
Lincoln County, Kansas,35.4637028,-81.20781640000001
Saline County, Kansas,34.5708215,-92.539603
Sumner County, Kansas,36.4718084,-86.49965460000001
Trego County, Kansas,38.9900316,-99.8124935
Wabaunsee County, Kansas,38.9092089,-96.15269850000001
Wilson County, Kansas,35.6925497,-77.88245959999999
Woodson County, Kansas,37.9197853,-95.81428849999999
Mitchell County, Kansas,36.0277763,-82.1496049
Ness County, Kansas,38.4769509,-99.99122539999999
Osborne County, Kansas,39.4051157,-98.7481167
Atchison County, Kansas,39.5701137,-95.35208759999999
Bourbon County, Kansas,38.2170752,-84.2278796
Finney County, Kansas,38.0625252,-100.8903099
Hamilton County, Kansas,39.2355447,-84.56414699999999
Kiowa County, Kansas,37.52851649999999,-99.2785583
Leavenworth County, Kansas,39.1713075,-95.01824599999999
Shawnee County, Kansas,39.0928449,-95.81428849999999
Sherman County, Kansas,45.4122013,-120.753042
Stanton County, Kansas,37.6390381,-101.7979613
Thomas County, Kansas,30.8417409,-83.8473015
Meade County, Kansas,44.4415188,-102.6855069
Montgomery County, Kansas,39.1547426,-77.2405153
Morris County, Kansas,40.8336038,-74.54632819999999
Pratt County, Kansas,37.5691719,-98.7481167
Rawlins County, Kansas,39.8600904,-101.0711758
Rooks County, Kansas,39.3638509,-99.2785583
Anderson County, Kansas,34.5528328,-82.6483442
Clark County, Kansas,36.0795613,-115.094045
Ellsworth County, Kansas,38.615225,-98.2212979
Geary County, Kansas,38.9984685,-96.79223549999999
Harper County, Kansas,37.1096002,-98.04651849999999
Ford County, Kansas,37.6540069,-99.8124935
Russell County, Kansas,32.3552497,-85.1894045
Lyon County, Kansas,38.9524739,-119.1390642
Marshall County, Kansas,34.3652297,-86.3376761
Pawnee County, Kansas,38.2017581,-99.2785583
Allen County, Kansas,41.0932622,-85.02334599999999
Cheyenne County, Kansas,41.2509264,-103.0817903
Comanche County, Kansas,34.6612778,-98.3964938
Cowley County, Kansas,37.2660235,-96.9209135
Elk County, Kansas,41.4284924,-78.5660852
Gove County, Kansas,38.9271279,-100.5296115
Franklin County, Kansas,40.0154745,-82.99316069999999
Harvey County, Kansas,38.0025215,-97.35165579999999
Hodgeman County, Kansas,38.1429747,-99.99122539999999
Jewell County, Kansas,39.7720227,-98.2212979
Kearny County, Kansas,38.0281402,-101.2523792
Rice County, Kansas,44.2749995,-93.33889169999999
Stafford County, Kansas,38.4334566,-77.4242972
McPherson County, Kansas,38.3164433,-97.69822719999999
Osage County, Kansas,36.6189367,-96.2375947
Greeley County, Kansas,38.4738028,-101.7979613
Coffey County, Kansas,38.2570639,-95.81428849999999
Crawford County, Kansas,41.6661391,-80.2767327
Ellis County, Kansas,32.2619765,-96.83509989999999
Greenwood County, Kansas,34.1672949,-82.12783999999999
Labette County, Kansas,37.2639041,-95.3102505
Linn County, Kansas,42.0659844,-91.67606909999999
Sedgwick County, Kansas,37.6537367,-97.5247243
Seward County, Kansas,37.221014,-100.8903099
Republic County, Kansas,39.807989,-97.69822719999999
Graham County, Kansas,33.076805,-109.7591675
Johnson County, Kansas,38.845412,-94.8520636
Douglas County, Kansas,39.2587106,-104.9388853
Sheridan County, Kansas,44.787904,-106.925973
Miami County, Kansas,40.081473,-84.1857115
Gray County, Kansas,35.3352558,-100.8903099
Wallace County, Kansas,38.9697127,-101.7979613
Chase County, Kansas,38.3007661,-96.57833869999999
Stevens County, Kansas,48.4558249,-117.9059909
Washington County, Kansas,45.5469616,-123.1386021
Wichita County, Kansas,33.9309651,-98.7481167
Chautauqua County, Kansas,42.2312829,-79.560344
Morton County, Kansas,46.6683872,-101.1621736
Norton County, Kansas,39.7959566,-99.99122539999999
Reno County, Kansas,37.9569553,-98.04651849999999
Barton County, Kansas,38.3613844,-98.7651482
Cloud County, Kansas,39.4795571,-97.69822719999999
Doniphan County, Kansas,39.8245628,-95.18492189999999
Edwards County, Kansas,29.9282955,-100.439656
Haskell County, Kansas,33.1403423,-99.8124935
Lane County, Kansas,43.9610092,-122.6618227
Rush County, Kansas,39.6481768,-85.52002399999999
Scott County, Kansas,44.6834072,-93.54079089999999
Marion County, Kansas,44.8446393,-122.5927411
Neosho County, Kansas,37.6045688,-95.3102505
Brown County, Kansas,44.45616740000001,-87.9334803
Ottawa County, Kansas,42.95302299999999,-86.0937312
Phillips County, Kansas,34.4611206,-90.86751339999999
Riley County, Kansas,39.3686475,-96.83509989999999
Barber County, Kansas,37.2299788,-98.7481167
Decatur County, Kansas,39.3176186,-85.52002399999999
Dickinson County, Kansas,43.4049388,-95.18492189999999
Jefferson County, Kansas,39.5800298,-105.2662931
Harrison County, Kentucky,30.432087,-89.0179332
Butler County, Kentucky,39.440463,-84.5222189
Trimble County, Kentucky,38.6013284,-85.31362179999999
Edmonson County, Kentucky,37.1941682,-86.21584969999999
Hickman County, Kentucky,35.80127969999999,-87.460397
Bracken County, Kentucky,38.7117016,-84.05902900000001
Lyon County, Kentucky,38.9524739,-119.1390642
Nelson County, Kentucky,37.7478599,-78.8835548
Wayne County, Kentucky,42.2790746,-83.33618799999999
Lewis County, Kentucky,46.6195461,-122.4554639
Marion County, Kentucky,44.8446393,-122.5927411
Trigg County, Kentucky,36.8473642,-87.77633329999999
Woodford County, Kentucky,40.7128889,-89.1705998
Boone County, Kentucky,38.9940572,-84.7315563
Leslie County, Kentucky,37.0698286,-83.3789389
Jessamine County, Kentucky,37.895573,-84.56414699999999
Knox County, Kentucky,35.9874629,-83.9419784
Lawrence County, Kentucky,40.957855,-80.365865
Letcher County, Kentucky,37.12535099999999,-82.8640623
Livingston County, Kentucky,42.6207951,-83.8473015
McCracken County, Kentucky,37.03306070000001,-88.7108964
Pike County, Kentucky,41.3361875,-75.06111469999999
Shelby County, Kentucky,35.1268552,-89.9253233
Whitley County, Kentucky,41.1136133,-85.52002399999999
Anderson County, Kentucky,34.5528328,-82.6483442
Breckinridge County, Kentucky,37.7982002,-86.4592091
Floyd County, Kentucky,34.2828967,-85.2308414
Franklin County, Kentucky,40.0154745,-82.99316069999999
Kenton County, Kentucky,38.9863872,-84.56414699999999
McCreary County, Kentucky,36.6973499,-84.4802606
Madison County, Kentucky,38.9041402,-89.9253233
Magoffin County, Kentucky,37.730555,-83.03613759999999
Metcalfe County, Kentucky,37.0032438,-85.64348700000001
Owsley County, Kentucky,37.4294933,-83.7199136
Rowan County, Kentucky,35.6303455,-80.54384499999999
Simpson County, Kentucky,36.7772014,-86.6207943
Taylor County, Kentucky,32.2455088,-99.8124935
Clark County, Kentucky,36.0795613,-115.094045
Todd County, Kentucky,46.0307728,-94.8315488
Carlisle County, Kentucky,36.8206685,-88.9796776
Carroll County, Kentucky,39.5423418,-77.0564464
Clinton County, Kentucky,42.9663458,-84.5222189
Estill County, Kentucky,37.6975384,-83.9744262
Gallatin County, Kentucky,45.5388865,-111.1194231
Garrard County, Kentucky,37.6413234,-84.56414699999999
Greenup County, Kentucky,38.5665695,-82.95015579999999
Fleming County, Kentucky,38.3987633,-83.67739279999999
Campbell County, Kentucky,37.221014,-79.1096901
Carter County, Kentucky,36.2638604,-82.12783999999999
Elliott County, Kentucky,38.1575088,-83.12200740000002
