Date,RegionID,RegionName,State,Metro,SizeRank,Zhvi,MoM,QoQ,YoY,5Year,10Year,PeakMonth,PeakQuarter,PeakZHVI,PctFallFromPeak,LastTimeAtCurrZHVI
1/31/2019,3048,Washington County,AR,Fayetteville-Springdale-Rogers,299,184600,0.004899292,0.021017699,0.095548961,0.062700581,0.025863472,2019-01,2019-Q1,184600,0,2019-01
1/31/2019,3109,New Hanover County,NC,Wilmington,300,231600,-0.000862813,0.000864304,0.043713384,0.052993385,0.010368997,2006-10,2006-Q4,236500,-0.020718816,2006-07
1/31/2019,770,Union County,NC,Charlotte-Concord-Gastonia,301,236100,0.005108557,0.015920826,0.119487909,0.082689219,0.034738011,2019-01,2019-Q1,236100,0,2019-01
1/31/2019,2086,Whatcom County,WA,Bellingham,302,394600,0.006632653,0.024137036,0.11437447,0.090138543,0.037793495,2019-01,2019-Q1,394600,0,2019-01
1/31/2019,2648,Champaign County,IL,Champaign-Urbana,303,136300,-0.001465201,-0.002196193,0.017923824,0.019095383,0.004743604,2018-09,2018-Q3,137100,-0.005835157,2018-06
1/31/2019,340,Yolo County,CA,Sacramento--Roseville--Arden-Arcade,304,447600,0.003587444,0.030861354,0.068002863,0.073680614,0.039035904,2006-04,2006-Q2,454300,-0.014747964,2005-12
1/31/2019,895,Broome County,NY,Binghamton,305,114700,0.0008726,0.004378284,0.123408423,0.030502982,0.005943925,2019-01,2019-Q1,114700,0,2019-01
1/31/2019,3129,Saint Louis County,MN,Duluth,306,147800,-0.004043127,-0.007387508,0.066378066,0.041687559,0.017959438,2018-11,2018-Q4,148900,-0.007387508,2018-08
1/31/2019,1210,Mohave County,AZ,Lake Havasu City-Kingman,307,221700,0.00635497,0.027816412,0.160125589,0.092114929,0.030040981,2006-07,2006-Q3,242600,-0.086150041,2005-10
1/31/2019,2010,Saginaw County,MI,Saginaw,308,114700,0.0008726,0.011463845,0.11035818,0.063271552,0.025003954,2005-07,2005-Q3,116800,-0.017979452,2004-10
1/31/2019,1691,Elkhart County,IN,Elkhart-Goshen,309,155300,0.001935484,0.010409889,0.097526502,0.061006133,0.025186152,2019-01,2019-Q1,155300,0,2019-01
1/31/2019,2526,Sangamon County,IL,Springfield,310,118800,-0.002518892,-0.014107884,-0.001680672,0.006698178,0.009483151,2018-10,2018-Q4,120500,-0.014107884,2017-10
1/31/2019,2206,Clermont County,OH,Cincinnati,311,174200,0.008685582,0.029550827,0.072,0.052776328,0.024163759,2019-01,2019-Q1,174200,0,2019-01
1/31/2019,1412,Sussex County,DE,Salisbury,312,279700,0.005030543,0.024166972,0.043656716,0.03730052,0.009130093,2006-05,2006-Q2,313200,-0.106960409,2005-04
1/31/2019,341,York County,ME,Portland-South Portland,313,288700,-0.00034626,0.001387444,0.067677515,0.053094496,0.02510549,2018-12,2018-Q4,288800,-0.00034626,2018-12
1/31/2019,347,Yuma County,AZ,Yuma,314,145300,-0.000687758,-0.000687758,0.033428165,0.042855329,0.001107891,2006-10,2006-Q4,178400,-0.185538117,2005-07
1/31/2019,1348,Racine County,WI,Racine,315,229200,0.004382121,0.011473963,0.101923077,0.063212089,0.019850303,2019-01,2019-Q1,229200,0,2019-01
1/31/2019,1381,Shelby County,AL,Birmingham-Hoover,316,216700,0.001849283,0.006035283,0.065388397,0.038039416,0.014200754,2019-01,2019-Q1,216700,0,2019-01
1/31/2019,890,Brazos County,TX,College Station-Bryan,317,214700,0.003740065,0.015610218,0.078352587,0.078119527,0.0403906,2019-01,2019-Q1,214700,0,2019-01
1/31/2019,3043,Tuscaloosa County,AL,Tuscaloosa,318,160800,0.006257822,0.022900763,0.13559322,0.041368085,0.013226858,2019-01,2019-Q1,160800,0,2019-01
1/31/2019,1832,Kanawha County,WV,Charleston,319,94600,0,-0.008385744,-0.043478261,0.017593696,0.00555727,2017-06,2017-Q2,101200,-0.065217391,2015-11
1/31/2019,2644,Calcasieu Parish,LA,Lake Charles,320,150000,-0.01055409,-0.031633312,0.034482759,0.068105036,0.040447113,2018-09,2018-Q3,155700,-0.036608863,2018-04
1/31/2019,118,Clay County,FL,Jacksonville,321,211300,0.005233111,0.022749274,0.09937565,0.084266593,0.019086313,2007-01,2007-Q1,212300,-0.004710316,2006-10
1/31/2019,3128,Saint Johns County,FL,Jacksonville,322,313400,0.00384369,0.008690055,0.054154053,0.066726046,0.0217207,2006-09,2006-Q3,344100,-0.089218251,2005-11
1/31/2019,2955,Litchfield County,CT,Torrington,323,269200,-0.002593553,-0.015722121,0.029839327,0.020437921,-0.005756974,2006-03,2006-Q1,328000,-0.179268293,2004-02
1/31/2019,2448,Muscogee County,GA,Columbus,324,102000,0.007905138,0.032388664,0.153846154,0.030201693,-0.005699537,2008-01,2008-Q1,113800,-0.103690685,2005-08
1/31/2019,913,Canyon County,ID,Boise City,325,222000,0.015553522,0.057142857,0.190987124,0.110077857,0.037654471,2019-01,2019-Q1,222000,0,2019-01
1/31/2019,2122,Anderson County,SC,Greenville-Anderson-Mauldin,326,150600,0.003331113,0.015509103,0.095272727,0.051248507,0.021283967,2019-01,2019-Q1,150600,0,2019-01
1/31/2019,2333,Harrison County,MS,Gulfport-Biloxi-Pascagoula,327,132600,0.001510574,0.021571649,0.225508318,0.030327957,0.001520942,2010-10,2010-Q4,163400,-0.188494492,2009-11
1/31/2019,1314,Peoria County,IL,Peoria,328,98900,-0.005030181,-0.01001001,0.047669492,-0.004193439,-0.006815271,2008-07,2008-Q3,106800,-0.073970037,2005-08
1/31/2019,1092,Hawaii County,HI,Hilo,329,352600,0.006853227,-0.002263724,0.056004792,0.059263899,0.018030416,2006-10,2006-Q4,371000,-0.049595687,2006-03
1/31/2019,3080,Williamson County,TN,Nashville-Davidson--Murfreesboro--Franklin,330,467700,0.006022801,0.021848372,0.061025408,0.069528064,0.037294421,2019-01,2019-Q1,467700,0,2019-01
1/31/2019,1448,Ulster County,NY,Kingston,331,228500,0.003513395,0.008830022,0.096449136,0.036286077,0.002754626,2006-01,2006-Q1,253400,-0.098263615,2005-02
1/31/2019,1525,Baldwin County,AL,Daphne-Fairhope-Foley,332,215500,0.008895131,0.030114723,0.177595628,0.053073758,0.014123741,2006-10,2006-Q4,222500,-0.031460674,2006-06
1/31/2019,2691,El Dorado County,CA,Sacramento--Roseville--Arden-Arcade,333,486000,0.009555463,0.020151134,0.078083407,0.070254183,0.032198683,2006-01,2006-Q1,497300,-0.022722703,2005-08
1/31/2019,2959,Livingston County,MI,Detroit-Warren-Dearborn,334,265200,-0.000376932,0.011056043,0.071515152,0.082762395,0.053286826,2018-12,2018-Q4,265300,-0.000376932,2018-12
1/31/2019,2460,Okaloosa County,FL,Crestview-Fort Walton Beach-Destin,335,222300,0.002254283,0.018790101,0.075992256,0.056732042,0.023165105,2006-01,2006-Q1,250400,-0.112220447,2005-05
1/31/2019,3278,Newport News City,VA,Virginia Beach-Norfolk-Newport News,336,179100,0.00448682,0.015882019,0.039466048,0.029060181,-0.007446723,2008-02,2008-Q1,200900,-0.108511697,2005-12
1/31/2019,3146,Vanderburgh County,IN,Evansville,337,119000,0.000841043,0.010186757,0.059661621,0.039171183,0.013078426,2019-01,2019-Q1,119000,0,2019-01
1/31/2019,172,Hall County,GA,Gainesville,338,194600,0.00464636,0.020986359,0.104426788,0.086038933,0.026509806,2019-01,2019-Q1,194600,0,2019-01
1/31/2019,2159,Cabarrus County,NC,Charlotte-Concord-Gastonia,339,198400,0.004556962,0.017957927,0.105292479,0.072984608,0.024663172,2019-01,2019-Q1,198400,0,2019-01
1/31/2019,2023,Shawnee County,KS,Topeka,340,121000,0.002485501,0.01424979,0.057692308,0.031736997,0.012656361,2019-01,2019-Q1,121000,0,2019-01
1/31/2019,2141,Berkeley County,SC,Charleston-North Charleston,341,202500,0.005961252,0.024797571,0.09282245,0.064425732,0.026103263,2019-01,2019-Q1,202500,0,2019-01
1/31/2019,1285,Onslow County,NC,Jacksonville,342,144200,0.002084781,0.013352073,0.066568047,0.005212284,-0.005711028,2010-03,2010-Q1,155500,-0.07266881,2007-06
1/31/2019,1380,Shasta County,CA,Redding,343,259500,0.005034857,0.010514019,0.05875153,0.062325856,0.019655841,2006-06,2006-Q2,289300,-0.103007259,2005-04
1/31/2019,2820,Outagamie County,WI,Appleton,344,175500,0.004579279,0.023323615,0.105860113,0.064326312,0.02780832,2019-01,2019-Q1,175500,0,2019-01
1/31/2019,1711,Forsyth County,GA,Atlanta-Sandy Springs-Roswell,345,339400,0.002955083,0.01283199,0.059631595,0.061865016,0.028120662,2019-01,2019-Q1,339400,0,2019-01
1/31/2019,872,Benton County,WA,Kennewick-Richland,346,311000,0.020341207,0.048196832,0.237072395,0.121107287,0.064728982,2019-01,2019-Q1,311000,0,2019-01
1/31/2019,2354,Imperial County,CA,El Centro,347,213800,0.003755869,0.011352886,0.111804472,0.089147499,0.039022656,2006-07,2006-Q3,250700,-0.147187874,2005-08
1/31/2019,3041,Tippecanoe County,IN,Lafayette-West Lafayette,348,158100,0.003809524,0.024627349,0.082135524,0.045111251,0.02126459,2019-01,2019-Q1,158100,0,2019-01
1/31/2019,2341,Hernando County,FL,Tampa-St. Petersburg-Clearwater,349,167700,0.005395683,0.028834356,0.126259234,0.124183579,0.02867598,2006-08,2006-Q3,196200,-0.145259939,2005-07
1/31/2019,1191,Medina County,OH,Cleveland-Elyria,350,199500,0.003016591,0.01217656,0.063432836,0.046690977,0.022629275,2019-01,2019-Q1,199500,0,2019-01
1/31/2019,2982,Montgomery County,TN,Clarksville,351,161600,0.004975124,0.018273472,0.084563758,0.037085954,0.02137062,2019-01,2019-Q1,161600,0,2019-01
1/31/2019,2449,Muskegon County,MI,Muskegon,352,125100,0.002403846,0.00968523,0.095446585,0.096291492,0.03782625,2019-01,2019-Q1,125100,0,2019-01
1/31/2019,860,Beaver County,PA,Pittsburgh,353,136700,-0.00146092,-0.004369993,0.04351145,0.043662041,0.027420958,2018-10,2018-Q4,137300,-0.004369993,2018-10
1/31/2019,1225,Monroe County,PA,East Stroudsburg,354,154700,0.003242542,0.017094017,0.12755102,0.040905544,-0.010659662,2007-08,2007-Q3,195900,-0.210311383,2003-05
1/31/2019,1186,McLean County,IL,Bloomington,355,147100,-0.000679348,-0.006752194,0.004781421,0.003711953,0.000682364,2018-09,2018-Q3,148300,-0.008091706,2018-04
1/31/2019,2805,Minnehaha County,SD,Sioux Falls,356,194500,0.001544799,0.01038961,0.064586754,0.057597594,0.032106082,2019-01,2019-Q1,194500,0,2019-01
1/31/2019,2360,Johnston County,NC,Raleigh,357,180300,0.006700168,0.024431818,0.090744102,0.057082798,0.02467315,2019-01,2019-Q1,180300,0,2019-01
1/31/2019,67,Bay County,FL,Panama City,358,211400,-0.002359604,0.010999522,0.106806283,0.081016675,0.01609665,2006-02,2006-Q1,254900,-0.170655159,2005-03
1/31/2019,1595,Carroll County,MD,Baltimore-Columbia-Towson,359,323300,0.00466128,0.011893584,0.044588045,0.031992179,0.005876885,2006-07,2006-Q3,360100,-0.102193835,2005-05
1/31/2019,2878,Winnebago County,WI,Oshkosh-Neenah,360,184100,0.006560962,0.012651265,0.077868852,0.051384378,0.025513579,2019-01,2019-Q1,184100,0,2019-01
1/31/2019,1837,Kenosha County,WI,Chicago-Naperville-Elgin,361,182100,0.003858875,0.02765237,0.088463837,0.072046925,0.013212416,2019-01,2019-Q1,182100,0,2019-01
1/31/2019,202,Kent County,RI,Providence-Warwick,362,236700,0.000845666,-0.001687052,0.032272133,0.066688193,0.014928681,2006-04,2006-Q2,258000,-0.08255814,2004-09
1/31/2019,2800,Middlesex County,CT,Hartford-West Hartford-East Hartford,363,294200,0.001702417,-0.003049814,0.012388162,0.018071026,-0.001817191,2007-05,2007-Q2,327000,-0.10030581,2005-01
1/31/2019,706,Scott County,IA,Davenport-Moline-Rock Island,364,154100,0.000649351,0.007189542,0.007189542,0.025304223,0.01793792,2019-01,2019-Q1,154100,0,2019-01
1/31/2019,1330,Porter County,IN,Chicago-Naperville-Elgin,365,201100,0.0055,0.020812183,0.066843501,0.037116661,0.016942306,2019-01,2019-Q1,201100,0,2019-01
1/31/2019,3123,Saint Clair County,MI,Detroit-Warren-Dearborn,366,147400,0.008207934,0.017253278,0.115821347,0.08796319,0.032937461,2019-01,2019-Q1,147400,0,2019-01
1/31/2019,2242,Davidson County,NC,Winston-Salem,367,135000,0.005212211,0.024279211,0.07827476,0.054170849,0.012609974,2019-01,2019-Q1,135000,0,2019-01
1/31/2019,395,Boone County,MO,Columbia,368,178000,0,0.002816901,0.060786651,0.036346681,0.022206827,2019-01,2019-Q1,178000,0,2019-01
1/31/2019,199,Kent County,DE,Dover,369,211300,0.002847651,0.015865385,0.081371546,0.050201897,,2019-01,2019-Q1,211300,0,2019-01
1/31/2019,2138,Beaufort County,SC,Hilton Head Island-Bluffton-Beaufort,370,313000,0.003848621,0.013601036,0.061376738,0.054372978,0.007453182,2006-12,2006-Q4,362500,-0.136551724,2005-10
1/31/2019,1975,Portage County,OH,Akron,371,160200,0.002503129,0.010725552,0.056031641,0.048038361,0.016811109,2019-01,2019-Q1,160200,0,2019-01
1/31/2019,983,DeSoto County,MS,Memphis,372,179700,0.002790179,0.015254237,0.12593985,0.048071231,0.015289929,2019-01,2019-Q1,179700,0,2019-01
1/31/2019,1407,Sumner County,TN,Nashville-Davidson--Murfreesboro--Franklin,373,241500,0.002906977,0.018557571,0.079088472,0.084606538,0.042289649,2019-01,2019-Q1,241500,0,2019-01
1/31/2019,1802,Jackson County,MI,Jackson,374,134200,0.005243446,0.013595166,0.10180624,0.092063155,0.027513859,2019-01,2019-Q1,134200,0,2019-01
1/31/2019,365,Aiken County,SC,Augusta-Richmond County,375,115000,0.000870322,0.012323944,0.154618474,0.067649404,0.02630731,2019-01,2019-Q1,115000,0,2019-01
1/31/2019,2650,Charlotte County,FL,Punta Gorda,376,211200,0.002373042,-0.000946074,0.11627907,0.114548853,0.043700754,2006-03,2006-Q1,239100,-0.116687578,2005-06
1/31/2019,1133,Kenton County,KY,Cincinnati,377,157700,0.003819223,0.01414791,0.102797203,0.049596103,0.02084664,2019-01,2019-Q1,157700,0,2019-01
1/31/2019,1789,Iredell County,NC,Charlotte-Concord-Gastonia,378,195600,0.001536098,0.008247423,0.070021882,0.057070929,0.021254442,2019-01,2019-Q1,195600,0,2019-01
1/31/2019,3004,Rensselaer County,NY,Albany-Schenectady-Troy,379,182500,-0.000547645,0.002196595,0.025280899,0.023234237,0.00682467,2018-12,2018-Q4,182600,-0.000547645,2018-12
1/31/2019,1337,Pueblo County,CO,Pueblo,380,167600,0.009638554,0.038413879,0.159059474,0.089856963,0.038744984,2019-01,2019-Q1,167600,0,2019-01
1/31/2019,704,Sarpy County,NE,Omaha-Council Bluffs,381,199500,0.003521127,0.015267176,0.047244094,0.052999227,0.033352782,2019-01,2019-Q1,199500,0,2019-01
1/31/2019,2714,Hampshire County,MA,Springfield,382,273700,0.000365497,0.002931477,0.05553413,0.032457092,0.015534493,2019-01,2019-Q1,273700,0,2019-01
1/31/2019,2679,Deschutes County,OR,Bend-Redmond,383,394700,0.006630961,0.02492859,0.117813651,0.104064131,0.053177203,2019-01,2019-Q1,394700,0,2019-01
1/31/2019,2881,Wyandotte County,KS,Kansas City,384,107100,0.00752587,0.038797284,0.141791045,0.154579371,0.035034365,2019-01,2019-Q1,107100,0,2019-01
1/31/2019,178,Hays County,TX,Austin-Round Rock,385,272000,0.001841621,0.014546811,0.085395052,0.078395367,0.041917271,2019-01,2019-Q1,272000,0,2019-01
1/31/2019,2913,Cumberland County,NJ,Vineland-Bridgeton,386,133700,-0.003725782,-0.000747384,0.002248876,0.010813325,-0.015370484,2007-05,2007-Q2,173700,-0.230282096,2005-04
1/31/2019,2569,Sullivan County,TN,Kingsport-Bristol-Bristol,387,130600,0.001533742,0.006163328,0.074897119,0.040667232,0.022350113,2019-01,2019-Q1,130600,0,2019-01
1/31/2019,1544,Berrien County,MI,Niles-Benton Harbor,388,142000,0.007092199,0.015736767,0.099071207,0.064267992,0.02229553,2019-01,2019-Q1,142000,0,2019-01
1/31/2019,2901,Chittenden County,VT,Burlington-South Burlington,389,324900,0.003397159,0.026540284,0.030120482,0.037943594,0.025287722,2019-01,2019-Q1,324900,0,2019-01
1/31/2019,101,Bibb County,GA,Macon-Bibb County,390,97500,0,0.015625,0.15521327,0.06518981,-0.007854846,2007-08,2007-Q3,113700,-0.142480211,2004-05
1/31/2019,250,Maui County,HI,Kahului-Wailuku-Lahaina,391,645200,-0.009821977,0.003733665,0.0760507,0.079269672,0.0271662,2018-12,2018-Q4,651600,-0.009821977,2018-11
1/31/2019,3137,Schenectady County,NY,Albany-Schenectady-Troy,392,173900,0.00404157,0.016364699,0.058429702,0.027556148,0.007300284,2019-01,2019-Q1,173900,0,2019-01
1/31/2019,1604,Catawba County,NC,Hickory-Lenoir-Morganton,393,143800,0.005594406,0.023487544,0.137658228,0.061895684,0.020317079,2019-01,2019-Q1,143800,0,2019-01
1/31/2019,2824,Penobscot County,ME,Bangor,394,149600,0.002680965,0.007407407,0.057991513,0.047360461,0.031226087,2019-01,2019-Q1,149600,0,2019-01
1/31/2019,2468,Ouachita Parish,LA,Monroe,395,122900,-0.00324412,0.003265306,0.114233908,0.049989894,0.031417592,2018-11,2018-Q4,123400,-0.004051864,2018-11
1/31/2019,580,Kings County,CA,Hanford-Corcoran,396,211400,0.001895735,0.0028463,0.06391545,0.062391997,0.019895149,2006-09,2006-Q3,236500,-0.106131078,2005-08
1/31/2019,2054,Tolland County,CT,Hartford-West Hartford-East Hartford,397,214900,-0.002321263,-0.008306414,0.02479733,0.011060383,-0.006897105,2006-09,2006-Q3,250500,-0.142115768,2004-09
1/31/2019,1220,Monroe County,MI,Monroe,398,156000,0,-0.001919386,0.063394683,0.093230708,0.031411362,2018-10,2018-Q4,156300,-0.001919386,2018-10
1/31/2019,3026,Santa Rosa County,FL,Pensacola-Ferry Pass-Brent,399,204500,0.006397638,0.016907011,0.070680628,0.056857182,0.021261783,2006-05,2006-Q2,208200,-0.017771374,2006-01
1/31/2019,2117,Alamance County,NC,Burlington,400,147500,0.004768392,0.01584022,0.086956522,0.044932083,0.019078492,2019-01,2019-Q1,147500,0,2019-01
1/31/2019,1827,Johnson County,TX,Dallas-Fort Worth-Arlington,401,200600,0.008040201,0.038302277,0.158867707,0.099043099,0.047518217,2019-01,2019-Q1,200600,0,2019-01
1/31/2019,1156,Madera County,CA,Madera,402,248800,-0.000803213,0.007695423,0.090271691,0.080164757,0.038149829,2006-06,2006-Q2,328400,-0.242387333,2004-12
1/31/2019,2037,Stearns County,MN,St. Cloud,403,186300,0.003771552,0.014153511,0.063356164,0.043187328,0.019554504,2006-02,2006-Q1,198500,-0.061460957,2004-04
1/31/2019,113,Cass County,ND,Fargo,404,221500,-0.002252252,-0.01642984,-0.010277033,0.057226727,0.035612021,2018-07,2018-Q3,227400,-0.025945471,2017-08
1/31/2019,2289,Franklin County,PA,Chambersburg-Waynesboro,405,173400,0.004634994,0.026035503,0.054103343,0.030105201,0.00133618,2003-05,2003-Q2,223900,-0.225547119,2002-03
1/31/2019,498,Ellis County,TX,Dallas-Fort Worth-Arlington,406,221400,0.009575923,0.028332559,0.113122172,0.099156939,0.049016575,2019-01,2019-Q1,221400,0,2019-01
1/31/2019,1413,Sussex County,NJ,New York-Newark-Jersey City,407,236700,0.00211685,0.002966102,0.087775735,0.023059444,-0.012195012,2006-09,2006-Q3,312900,-0.243528284,2003-12
1/31/2019,3028,Schuylkill County,PA,Pottsville,408,73600,0.004092769,0.026499303,0.130568356,0.025794962,0.010500258,2019-01,2019-Q1,73600,0,2019-01
1/31/2019,3149,Yellowstone County,MT,Billings,409,236500,0.006811409,0.030052265,0.09440074,0.034612328,0.024476319,2019-01,2019-Q1,236500,0,2019-01
1/31/2019,3119,Rock Island County,IL,Davenport-Moline-Rock Island,410,106200,0,0.019193858,0.156862745,0.037841867,0.016576281,2019-01,2019-Q1,106200,0,2019-01
1/31/2019,3059,Washington County,MD,Hagerstown-Martinsburg,411,191000,0.005792522,0.018666667,0.077270164,0.037354627,0.003359685,2006-09,2006-Q3,238800,-0.200167504,2004-12
1/31/2019,251,Mesa County,CO,Grand Junction,412,238300,0.006759611,0.02848511,0.096136155,0.063573675,0.00885077,2019-01,2019-Q1,238300,0,2019-01
1/31/2019,1607,Charles County,MD,Washington-Arlington-Alexandria,413,301000,0.003667889,0.010745467,0.054290718,0.038576648,0.002628979,2007-03,2007-Q1,368300,-0.182731469,2005-03
1/31/2019,2799,Merrimack County,NH,Concord,414,251700,0.005191693,0.018615945,0.066073698,0.054545156,0.015743188,2019-01,2019-Q1,251700,0,2019-01
1/31/2019,1176,Martin County,FL,Port St. Lucie,415,276700,0.001447702,0.013553114,0.075398368,0.099627666,0.036520105,2006-02,2006-Q1,311100,-0.110575378,2005-03
1/31/2019,2695,Fairfield County,OH,Columbus,416,189600,0.007438895,0.040043884,0.110720562,0.06590334,0.030939349,2019-01,2019-Q1,189600,0,2019-01
1/31/2019,2722,Hendricks County,IN,Indianapolis-Carmel-Anderson,417,195900,0.004615385,0.025117739,0.108031674,0.055408454,0.026988013,2019-01,2019-Q1,195900,0,2019-01
1/31/2019,1951,Olmsted County,MN,Rochester,418,222200,0.003613369,0.013223894,0.064176245,0.066688473,0.031848181,2019-01,2019-Q1,222200,0,2019-01
1/31/2019,2527,Santa Fe County,NM,Santa Fe,419,367300,0.015201769,0.04882924,0.163077897,0.067710214,0.014517122,2019-01,2019-Q1,367300,0,2019-01
1/31/2019,1582,Cambria County,PA,Johnstown,420,76000,0,0.002638522,0.010638298,0.015137556,-0.020823289,2009-06,2009-Q2,94600,-0.196617336,2004-02
1/31/2019,2495,Randolph County,NC,Greensboro-High Point,421,133600,0.003003003,0.012888552,0.091503268,0.04192273,0.013010242,2019-01,2019-Q1,133600,0,2019-01
1/31/2019,1351,Rankin County,MS,Jackson,422,175900,0.006868918,0.041444642,0.071907374,0.046264847,0.014377481,2019-01,2019-Q1,175900,0,2019-01
1/31/2019,938,Citrus County,FL,Homosassa Springs,423,152900,0.004599212,0.008575198,0.086709311,0.104548798,0.018813254,2006-08,2006-Q3,174900,-0.125786164,2005-09
1/31/2019,78,Lee County,AL,Auburn-Opelika,424,187500,0.002137894,0.010781671,0.049832027,0.034698645,0.006865622,2019-01,2019-Q1,187500,0,2019-01
1/31/2019,1782,Houston County,GA,Warner Robins,425,130600,0.003072197,0.012403101,0.057489879,0.037582577,0.01192545,2019-01,2019-Q1,130600,0,2019-01
1/31/2019,1805,Jackson County,MS,Gulfport-Biloxi-Pascagoula,426,122300,0.007413509,0.046193328,0.113843352,0.063253423,-0.005087721,2009-07,2009-Q3,135600,-0.098082596,2008-10
1/31/2019,1821,Johnson County,IN,Indianapolis-Carmel-Anderson,427,173500,0.009307737,0.033969011,0.126623377,0.066918266,0.033329782,2019-01,2019-Q1,173500,0,2019-01
1/31/2019,2368,Kootenai County,ID,Coeur d'Alene,428,321700,0.013228346,0.038747175,0.182285924,0.102160785,0.035756014,2019-01,2019-Q1,321700,0,2019-01
1/31/2019,701,Rowan County,NC,Charlotte-Concord-Gastonia,429,138900,0.002888087,0.024336283,0.115662651,0.061423542,0.015242505,2019-01,2019-Q1,138900,0,2019-01
1/31/2019,446,Clark County,OH,Springfield,430,107400,-0.002785515,0.005617978,0.071856287,0.042312647,0.012450518,2018-12,2018-Q4,107700,-0.002785515,2018-11
1/31/2019,3074,Washington County,UT,St. George,431,310200,0.004859086,0.029880478,0.154447339,0.085312774,0.024800459,2019-01,2019-Q1,310200,0,2019-01
1/31/2019,3168,Indian River County,FL,Sebastian-Vero Beach,432,220600,0.001361779,0.006846189,0.082965145,0.097408843,0.036593494,2006-04,2006-Q2,244000,-0.095901639,2005-06
1/31/2019,1218,Monroe County,IN,Bloomington,433,187600,0.003745318,0.034749035,0.141813755,0.055499333,0.035776111,2019-01,2019-Q1,187600,0,2019-01
1/31/2019,3164,Hampton City,VA,Virginia Beach-Norfolk-Newport News,434,167200,0.003601441,0.015179114,0.098554534,0.036740754,-0.00556729,2007-12,2007-Q4,183200,-0.087336245,2006-02
1/31/2019,494,Ector County,TX,Odessa,435,169300,0.010746269,0.034208919,0.181437544,0.055550192,0.050949804,2019-01,2019-Q1,169300,0,2019-01
1/31/2019,2266,Florence County,SC,Florence,436,119200,0.011026293,0.018803419,-0.003344482,0.027066087,0.010196955,2018-02,2018-Q1,119700,-0.004177109,2017-12
1/31/2019,1930,Midland County,TX,Midland,437,259200,0.012104647,0.048543689,0.233698239,0.071168759,0.058355976,2019-01,2019-Q1,259200,0,2019-01
1/31/2019,1703,Fayette County,PA,Pittsburgh,438,90300,0.003333333,0.020338983,0.045138889,0.036175194,0.023047706,2019-01,2019-Q1,90300,0,2019-01
1/31/2019,2923,Dorchester County,SC,Charleston-North Charleston,439,212000,0.004263382,0.016299137,0.080530071,0.063812903,0.025380825,2019-01,2019-Q1,212000,0,2019-01
1/31/2019,255,Napa County,CA,Napa,440,677600,0.005788927,0.013915906,0.060075094,0.073995272,0.036446767,2019-01,2019-Q1,677600,0,2019-01
1/31/2019,1575,Calhoun County,MI,Battle Creek,441,98800,0.001013171,0.018556701,0.122727273,0.093819136,0.024051855,2019-01,2019-Q1,98800,0,2019-01
1/31/2019,2572,Tazewell County,IL,Peoria,442,118100,-0.000846024,-0.010887772,0.00853971,0.001702138,0.001968651,2018-09,2018-Q3,119800,-0.014190317,2018-06
1/31/2019,2900,Chautauqua County,NY,Jamestown-Dunkirk-Fredonia,443,80900,0.00872818,0.00747198,0.003722084,0.012308242,0.007870404,2018-04,2018-Q2,82300,-0.017010936,2018-02
1/31/2019,2351,Humboldt County,CA,Eureka-Arcata-Fortuna,444,291700,0,-0.010179844,0.049280576,0.065908962,0.021458787,2018-10,2018-Q4,294700,-0.010179844,2018-08
1/31/2019,2207,Coconino County,AZ,Flagstaff,445,357600,0.006190208,0.011598303,0.071621217,0.074990822,0.019637901,2019-01,2019-Q1,357600,0,2019-01
1/31/2019,2001,Robeson County,NC,Lumberton,446,74100,-0.001347709,-0.01462766,0.097777778,0.033316853,0.004992704,2018-09,2018-Q3,75800,-0.022427441,2018-06
1/31/2019,2401,Marathon County,WI,Wausau,447,143800,-0.002773925,0.007002801,0.058130979,0.044805332,0.017413162,2018-12,2018-Q4,144200,-0.002773925,2018-11
1/31/2019,1289,Orange County,NC,Durham-Chapel Hill,448,293700,0.003759398,0.009625301,0.053443329,0.038370563,0.018837313,2019-01,2019-Q1,293700,0,2019-01
1/31/2019,1854,Lebanon County,PA,Lebanon,449,171400,-0.00058309,-0.002908668,0.030667468,0.02539644,0.003630374,2018-11,2018-Q4,171900,-0.002908668,2018-11
1/31/2019,1671,Douglas County,GA,Atlanta-Sandy Springs-Roswell,450,166200,0.004836759,0.021511985,0.126779661,0.108501676,0.028241286,2019-01,2019-Q1,166200,0,2019-01
1/31/2019,3077,Washington County,WI,Milwaukee-Waukesha-West Allis,451,245000,0.003687014,0.00947672,0.058772688,0.054054709,0.018432636,2019-01,2019-Q1,245000,0,2019-01
1/31/2019,1901,Madison County,IN,Indianapolis-Carmel-Anderson,452,95700,0.004197272,0.026824034,0.184405941,0.071678835,0.01421748,2019-01,2019-Q1,95700,0,2019-01
1/31/2019,1992,Rapides Parish,LA,Alexandria,453,129800,0.010903427,0.04340836,0.200740056,0.076224812,0.025201937,2019-01,2019-Q1,129800,0,2019-01
1/31/2019,2524,Sandoval County,NM,Albuquerque,454,203600,0.004935834,0.012431626,0.060969255,0.046256935,0.005465271,2007-11,2007-Q4,204100,-0.00244978,2007-05
