County,State,Population,Poverty Rate
Shoshone County, Idaho,12490,17.13370697
Idaho County, Idaho,16275,12.93394777
Teton County, Idaho,10776,8.240534521
Power County, Idaho,7667,11.46471893
Washington County, Idaho,9996,15.49619848
Hancock County, Illinois,18264,11.10928603
Madison County, Illinois,266153,13.18752747
Grundy County, Illinois,50333,9.276220372
Kankakee County, Illinois,110801,14.4935515
Mercer County, Illinois,15794,11.1751298
DuPage County, Illinois,931826,6.680109806
Sangamon County, Illinois,198134,15.31690674
Alexander County, Illinois,6776,32.6446281
Menard County, Illinois,12416,11.16301546
Randolph County, Illinois,32829,10.75573426
Morgan County, Illinois,34442,13.38772429
Cook County, Illinois,5238541,15.68322172
Ogle County, Illinois,51619,10.95914295
Macon County, Illinois,107587,16.02981773
Stephenson County, Illinois,45839,15.82495255
Wayne County, Illinois,16569,15.65574265
White County, Illinois,14186,13.47102777
Woodford County, Illinois,38942,7.172204817
Franklin County, Illinois,39302,19.42649229
Henderson County, Illinois,6927,11.17366825
McDonough County, Illinois,31597,19.66009431
McHenry County, Illinois,308043,7.251909636
McLean County, Illinois,173231,13.91783226
Moultrie County, Illinois,14711,11.8278839
Perry County, Illinois,21467,12.88489309
Pike County, Illinois,15930,14.31889517
Pope County, Illinois,4360,12.17889908
Rock Island County, Illinois,146205,14.0877535
St. Clair County, Illinois,264433,16.7815666
Shelby County, Illinois,21906,12.00584315
Wabash County, Illinois,11568,12.94951591
Champaign County, Illinois,207946,19.75897589
Calhoun County, Illinois,4897,12.27282009
Cumberland County, Illinois,10899,14.0655106
Ford County, Illinois,13470,15.17446177
Jo Daviess County, Illinois,22046,7.520638665
Kane County, Illinois,529402,10.30559008
Kendall County, Illinois,122933,5.60386552
Lawrence County, Illinois,16457,13.89074558
Brown County, Illinois,6791,8.202032101
Marion County, Illinois,38305,17.3841535
Marshall County, Illinois,11925,10.01257862
Mason County, Illinois,13904,13.64355581
Iroquois County, Illinois,28457,15.1667428
Christian County, Illinois,33562,12.01656635
Clay County, Illinois,13393,13.7534533
Gallatin County, Illinois,5226,16.49445082
Jackson County, Illinois,59115,25.8817559
Monroe County, Illinois,33739,5.278757521
Peoria County, Illinois,186145,15.44333718
Union County, Illinois,17267,16.62130075
Winnebago County, Illinois,287512,15.01119953
Piatt County, Illinois,16433,5.403760725
Pulaski County, Illinois,5691,16.97416974
Schuyler County, Illinois,7181,21.04163765
Stark County, Illinois,5551,13.74527112
Edgar County, Illinois,17603,15.08265637
Bond County, Illinois,17034,14.08359751
Boone County, Illinois,53638,10.47205339
Bureau County, Illinois,33619,12.41857283
Carroll County, Illinois,14704,11.11262242
Coles County, Illinois,52540,19.43661972
Crawford County, Illinois,19214,10.70053086
Jersey County, Illinois,22215,9.043439118
Putnam County, Illinois,5771,8.78530584
De Witt County, Illinois,16176,13.03165183
Fayette County, Illinois,21980,16.21474067
Lee County, Illinois,34670,10.66916643
Logan County, Illinois,29488,7.891345632
Macoupin County, Illinois,45960,12.9721497
Richland County, Illinois,15953,14.71823481
Saline County, Illinois,24430,20.13917315
Washington County, Illinois,14260,9.565217391
Montgomery County, Illinois,29173,13.42337093
Whiteside County, Illinois,56823,10.9233937
Adams County, Illinois,66787,12.74649258
Clinton County, Illinois,37640,8.501594049
DeKalb County, Illinois,104473,17.17572961
Edwards County, Illinois,6570,11.35464231
Jasper County, Illinois,9608,12.14612823
Jefferson County, Illinois,38358,17.55305282
Vermilion County, Illinois,79207,18.99200828
Will County, Illinois,687727,7.291992317
Williamson County, Illinois,67477,14.68055782
Clark County, Illinois,15924,14.01657875
Douglas County, Illinois,19830,11.99697428
Effingham County, Illinois,34164,11.11696523
Fulton County, Illinois,35733,14.40125374
Greene County, Illinois,13311,17.32401773
Hamilton County, Illinois,8259,13.73047584
Hardin County, Illinois,4161,16.24609469
Henry County, Illinois,49649,12.30437672
Johnson County, Illinois,12899,11.41173734
Knox County, Illinois,51374,16.62514112
Lake County, Illinois,704476,8.268699005
Livingston County, Illinois,36812,12.40084755
Massac County, Illinois,14594,18.05536522
Scott County, Illinois,5109,14.44509689
Tazewell County, Illinois,134695,7.836964995
Cass County, Illinois,12880,12.93478261
Warren County, Illinois,17429,12.84066785
Monroe County, Indiana,144436,22.13714033
Fountain County, Indiana,16620,12.31648616
Elkhart County, Indiana,202924,13.52821746
Starke County, Indiana,22966,16.62457546
Crawford County, Indiana,10598,17.46555954
Cass County, Indiana,38248,13.51704664
Greene County, Indiana,32431,12.6853936
Marion County, Indiana,939964,19.39616836
Wayne County, Indiana,66972,17.51030281
Grant County, Indiana,67615,17.56710789
LaSalle County, Illinois,111151,13.15057894
Clay County, Indiana,26375,13.58862559
Hendricks County, Indiana,158170,4.951634318
Dubois County, Indiana,42379,9.792585951
Franklin County, Indiana,22835,9.844536895
Hancock County, Indiana,72776,6.921237771
Jackson County, Indiana,43779,15.18993125
Howard County, Indiana,82457,16.25089441
Ohio County, Indiana,5911,4.872272035
Owen County, Indiana,20957,15.41251133
Parke County, Indiana,17062,12.6186848
Randolph County, Indiana,25203,16.70039281
Whitley County, Indiana,33481,9.309757773
Benton County, Indiana,8685,14.63442717
Brown County, Indiana,15007,10.43513027
Clinton County, Indiana,32455,12.90093976
Putnam County, Indiana,37543,9.844711398
Union County, Indiana,7225,8.069204152
Washington County, Indiana,27807,13.10461395
Daviess County, Indiana,32777,12.76504866
Dearborn County, Indiana,49564,9.936647567
Henry County, Indiana,48649,14.90883677
Knox County, Indiana,37763,14.59629796
Lawrence County, Indiana,45669,11.27679608
Madison County, Indiana,129641,16.54877701
Perry County, Indiana,19229,13.15200998
Pike County, Indiana,12471,10.42418411
Pulaski County, Indiana,12761,13.03189405
Posey County, Indiana,25599,9.36755342
Steuben County, Indiana,34459,9.649148263
Warren County, Indiana,8269,9.215140888
Vermillion County, Indiana,15644,13.20634109
Wells County, Indiana,27832,10.81848232
Floyd County, Indiana,76481,10.59609576
Allen County, Indiana,367747,14.46755514
Decatur County, Indiana,26480,11.16691843
Delaware County, Indiana,115938,19.85371492
Miami County, Indiana,36035,14.88275288
Jefferson County, Indiana,32293,12.55690088
Jennings County, Indiana,27840,13.7033046
Johnson County, Indiana,149359,9.252873948
Morgan County, Indiana,69533,11.61031453
Gibson County, Indiana,33596,10.40897726
Newton County, Indiana,14056,13.74501992
Orange County, Indiana,19623,14.73780767
St. Joseph County, Indiana,268613,16.38156009
Kosciusko County, Indiana,78720,10.92479675
Marshall County, Indiana,46752,11.34069131
Switzerland County, Indiana,10617,19.44993878
Vanderburgh County, Indiana,181831,17.32707844
Blackford County, Indiana,12214,12.55935811
Carroll County, Indiana,19994,10.07802341
Scott County, Indiana,23722,13.48115673
Harrison County, Indiana,39450,12.6869455
Huntington County, Indiana,36520,11.10898138
LaPorte County, Indiana,110839,15.26899377
Wabash County, Indiana,31848,12.53767898
White County, Indiana,24279,9.646196301
Jasper County, Indiana,33448,8.664195169
Jay County, Indiana,21107,17.5534183
Martin County, Indiana,10219,13.01497211
Porter County, Indiana,167391,10.72578574
Shelby County, Indiana,44339,10.42648684
Ripley County, Indiana,28372,10.27773862
Spencer County, Indiana,20610,9.529354682
Sullivan County, Indiana,20900,14.03827751
Tipton County, Indiana,15290,9.247874428
Tippecanoe County, Indiana,186081,19.1180185
Vigo County, Indiana,107723,18.2245203
Warrick County, Indiana,61581,7.560773615
Hamilton County, Indiana,309687,4.947576101
DeKalb County, Indiana,42524,12.37418869
LaGrange County, Indiana,38720,9.010847107
Bartholomew County, Indiana,81024,12.18157583
Rush County, Indiana,16765,18.05547271
Boone County, Indiana,63013,6.062241125
Fulton County, Indiana,20296,13.08139535
Lake County, Indiana,488694,16.54389045
Montgomery County, Indiana,38288,9.752402842
Noble County, Indiana,47421,9.057168765
Adams County, Indiana,35018,18.4133874
Clark County, Indiana,114893,9.557588365
Fayette County, Indiana,23426,17.87757193
Delaware County, Iowa,17326,9.06152603
Jefferson County, Iowa,17945,13.98718306
Wayne County, Iowa,6405,15.6284153
Allamakee County, Iowa,13940,11.11908178
Linn County, Iowa,220008,9.217846624
Scott County, Iowa,171493,12.02089881
Dallas County, Iowa,80864,5.373219232
O'Brien County, Iowa,13944,9.523809524
Benton County, Iowa,25646,8.508149419
Butler County, Iowa,14822,9.236270409
Dubuque County, Iowa,96571,11.44339398
Fremont County, Iowa,6985,10.70866142
Hamilton County, Iowa,15201,9.223077429
Pocahontas County, Iowa,6972,12.8800918
Taylor County, Iowa,6214,10.74991954
Union County, Iowa,12497,13.45923022
Van Buren County, Iowa,7308,13.87520525
Worth County, Iowa,7502,9.877366036
Ringgold County, Iowa,4986,10.38908945
Adams County, Iowa,3785,11.04359313
Adair County, Iowa,7192,9.190767519
Audubon County, Iowa,5711,10.75118193
Chickasaw County, Iowa,12140,8.81383855
Clarke County, Iowa,9267,15.04262437
Davis County, Iowa,8834,13.53860086
Dickinson County, Iowa,17000,7.976470588
Ida County, Iowa,6965,10.06460876
Johnson County, Iowa,144425,16.63562403
Keokuk County, Iowa,10223,11.0535068
Monroe County, Iowa,7912,10.69261881
Tama County, Iowa,17236,11.4179624
Wapello County, Iowa,35321,16.59635911
Sioux County, Iowa,34692,7.333102733
Franklin County, Iowa,10326,15.35928724
Calhoun County, Iowa,9814,14.07173426
Carroll County, Iowa,20428,10.04993147
Cedar County, Iowa,18368,5.357142857
Cerro Gordo County, Iowa,43134,11.06551676
Floyd County, Iowa,15904,15.32947686
Greene County, Iowa,9046,9.860711917
Hardin County, Iowa,17239,7.622251871
Louisa County, Iowa,11238,10.87382096
Lucas County, Iowa,8600,9.627906977
Lyon County, Iowa,11745,4.819071946
Winnebago County, Iowa,10545,9.464201043
Palo Alto County, Iowa,9110,6.783754116
Shelby County, Iowa,11772,8.537206932
Appanoose County, Iowa,12547,16.80082888
Henry County, Iowa,19865,11.35162346
Iowa County, Iowa,16231,9.580432506
Jasper County, Iowa,36789,8.619424284
Page County, Iowa,15393,12.75254986
Winneshiek County, Iowa,20575,7.071688943
Poweshiek County, Iowa,18428,9.642934665
Pottawattamie County, Iowa,93287,10.92435173
Marshall County, Iowa,40476,10.92499259
Clayton County, Iowa,17711,10.19705268
Boone County, Iowa,26381,9.196012282
Bremer County, Iowa,24741,7.19857726
Buena Vista County, Iowa,20369,13.02960381
Howard County, Iowa,9321,11.2756142
Emmet County, Iowa,9661,12.54528517
Guthrie County, Iowa,10664,9.968117029
Hancock County, Iowa,10971,8.89618084
Humboldt County, Iowa,9586,12.78948467
Madison County, Iowa,15720,7.201017812
Marion County, Iowa,33127,8.850786368
Washington County, Iowa,22095,8.974881195
Wright County, Iowa,12864,12.32120647
Cass County, Iowa,13327,14.78202146
Cherokee County, Iowa,11577,11.28962598
Crawford County, Iowa,17131,18.30599498
Des Moines County, Iowa,39876,15.00902799
Fayette County, Iowa,20139,12.2746909
Harrison County, Iowa,14196,10.22823331
Kossuth County, Iowa,15166,9.811420282
Mills County, Iowa,14933,9.000200897
Monona County, Iowa,8865,14.48392555
Muscatine County, Iowa,42923,10.34876407
Osceola County, Iowa,6149,11.205074
Polk County, Iowa,467235,11.46532259
Webster County, Iowa,36945,14.9925565
Story County, Iowa,95888,19.62915068
Woodbury County, Iowa,102397,13.64200123
Black Hawk County, Iowa,132960,15.26173285
Grundy County, Iowa,12354,5.641897361
Jackson County, Iowa,19409,11.81410686
Jones County, Iowa,20468,8.525503225
Lee County, Iowa,34785,15.82291217
Mitchell County, Iowa,10663,8.159054675
Montgomery County, Iowa,10239,16.1441547
Warren County, Iowa,48630,5.969566111
Sac County, Iowa,9936,9.188808374
Mahaska County, Iowa,22301,13.9724676
Plymouth County, Iowa,25027,8.994286171
Buchanan County, Iowa,21101,7.682100374
Clay County, Iowa,16387,11.4664063
Clinton County, Iowa,47587,12.80601845
Decatur County, Iowa,8105,17.31030228
Smith County, Kansas,3693,13.07879773
Grant County, Kansas,7716,9.914463453
Jackson County, Kansas,13322,9.720762648
Kingman County, Kansas,7576,7.497360084
Logan County, Kansas,2790,8.817204301
Cherokee County, Kansas,20501,13.4578801
Nemaha County, Kansas,10095,10.43090639
Pottawatomie County, Kansas,23188,9.517854062
Wyandotte County, Kansas,163227,21.22259185
Butler County, Kansas,66260,10.33051615
Clay County, Kansas,8203,9.228331098
Lincoln County, Kansas,3121,8.010253124
Saline County, Kansas,55334,12.28720136
Sumner County, Kansas,23336,11.53153925
Trego County, Kansas,2899,4.691272853
Wabaunsee County, Kansas,6918,5.984388552
Wilson County, Kansas,8858,16.26778054
Woodson County, Kansas,3178,20.20138452
Mitchell County, Kansas,6230,14.15730337
Ness County, Kansas,3001,8.66377874
Osborne County, Kansas,3684,15.01085776
Atchison County, Kansas,16466,17.053322
Bourbon County, Kansas,14757,16.97499492
Finney County, Kansas,37097,15.94198992
Hamilton County, Kansas,2621,9.347577261
Kiowa County, Kansas,2524,8.082408875
Leavenworth County, Kansas,79359,8.360740433
Shawnee County, Kansas,178392,12.83577739
Sherman County, Kansas,5999,16.15269212
Stanton County, Kansas,2107,10.67869008
Thomas County, Kansas,7847,10.53905951
Meade County, Kansas,4295,11.80442375
Montgomery County, Kansas,33463,16.9919015
Morris County, Kansas,5605,9.598572703
Pratt County, Kansas,9670,10.42399173
Rawlins County, Kansas,2520,8.452380952
Rooks County, Kansas,5148,10.81973582
Anderson County, Kansas,7840,13.38010204
Clark County, Kansas,2089,8.616562949
Ellsworth County, Kansas,6331,9.761491076
Geary County, Kansas,35796,14.5044139
Harper County, Kansas,5746,16.28959276
Ford County, Kansas,34658,15.87223729
Russell County, Kansas,6987,13.52511808
Lyon County, Kansas,33302,17.77971293
Marshall County, Kansas,9859,8.722994218
Pawnee County, Kansas,6776,6.537780401
Allen County, Kansas,12752,13.59002509
Cheyenne County, Kansas,2677,11.09450878
Comanche County, Kansas,1741,7.69672602
Cowley County, Kansas,35732,15.06212918
Elk County, Kansas,2581,13.2894227
Gove County, Kansas,2632,8.814589666
Franklin County, Kansas,25599,12.10203524
Harvey County, Kansas,34683,10.80068045
Hodgeman County, Kansas,1875,8.213333333
Jewell County, Kansas,2963,13.90482619
Kearny County, Kansas,3931,12.66853218
Rice County, Kansas,9868,15.21078233
Stafford County, Kansas,4251,13.90261115
McPherson County, Kansas,28792,7.234648513
Osage County, Kansas,15894,12.6148232
Greeley County, Kansas,1210,11.23966942
Coffey County, Kansas,8328,11.10710855
Crawford County, Kansas,39099,20.07468222
Ellis County, Kansas,28877,16.03698445
Greenwood County, Kansas,6227,12.20491408
Labette County, Kansas,20553,17.42324721
Linn County, Kansas,9602,17.225578
Sedgwick County, Kansas,510484,14.47645764
Seward County, Kansas,22948,18.32403695
Republic County, Kansas,4705,11.41339001
Graham County, Kansas,2561,12.02655213
Johnson County, Kansas,578797,5.574838847
Douglas County, Kansas,117806,17.34801283
Sheridan County, Kansas,2497,4.765718863
Miami County, Kansas,32976,7.55701116
Gray County, Kansas,6004,8.361092605
Wallace County, Kansas,1591,10.4336895
Chase County, Kansas,2665,12.12007505
Stevens County, Kansas,5741,16.54763978
Washington County, Kansas,5572,9.386216798
Wichita County, Kansas,2157,4.357904497
Chautauqua County, Kansas,3425,14.04379562
Morton County, Kansas,2931,7.744796998
Norton County, Kansas,5527,9.842590917
Reno County, Kansas,63360,13.36805556
Barton County, Kansas,27067,15.34710164
Cloud County, Kansas,9191,11.32629746
Doniphan County, Kansas,7790,12.51604621
Edwards County, Kansas,2946,9.809911745
Haskell County, Kansas,4081,13.15853957
Lane County, Kansas,1702,10.63454759
Rush County, Kansas,3119,6.540557871
Scott County, Kansas,4981,4.216020879
Marion County, Kansas,12087,10.01902871
Neosho County, Kansas,16209,20.70454686
Brown County, Kansas,9736,13.0957272
Ottawa County, Kansas,5957,9.518213866
Phillips County, Kansas,5446,7.93242747
Riley County, Kansas,75696,19.17010146
Barber County, Kansas,4905,15.73904179
Decatur County, Kansas,2891,16.94915254
Dickinson County, Kansas,19162,11.392339
Jefferson County, Kansas,18856,8.145948239
Harrison County, Kentucky,18630,16.06011809
Butler County, Kentucky,12735,21.44483706
Trimble County, Kentucky,8697,14.97067954
Edmonson County, Kentucky,12063,19.78778082
Hickman County, Kentucky,4625,14.22702703
Bracken County, Kentucky,8330,21.18847539
Lyon County, Kentucky,8268,11.69569424
Nelson County, Kentucky,45131,11.31151537
Wayne County, Kentucky,20692,22.83007926
Lewis County, Kentucky,13565,25.70586067
Marion County, Kentucky,19335,17.61572278
Trigg County, Kentucky,14286,15.49069019
Woodford County, Kentucky,25817,14.25417361
Boone County, Kentucky,127682,7.495966542
Leslie County, Kentucky,10648,33.54620586
Jessamine County, Kentucky,51667,17.31666247
Knox County, Kentucky,31424,33.67808045
Lawrence County, Kentucky,15844,24.22999243
Letcher County, Kentucky,23011,30.18556343
Livingston County, Kentucky,9288,16.02067183
McCracken County, Kentucky,65285,16.63628705
Pike County, Kentucky,61586,25.91010944
Shelby County, Kentucky,45831,12.05952303
Whitley County, Kentucky,36027,23.78493907
Anderson County, Kentucky,22017,11.8862697
Breckinridge County, Kentucky,19991,17.33780201
Floyd County, Kentucky,37447,30.18666382
Franklin County, Kentucky,49969,12.5858032
Kenton County, Kentucky,163987,12.69551855
McCreary County, Kentucky,17748,37.34505296
Madison County, Kentucky,88376,18.08522676
Magoffin County, Kentucky,12783,28.18587186
Metcalfe County, Kentucky,9990,22.77277277
Owsley County, Kentucky,4497,32.26595508
Rowan County, Kentucky,24392,23.31092161
Simpson County, Kentucky,17881,16.93417594
Taylor County, Kentucky,25406,22.01448477
Clark County, Kentucky,35757,14.72718629
Todd County, Kentucky,12377,19.69782661
Carlisle County, Kentucky,4890,17.05521472
Carroll County, Kentucky,10695,26.58251519
Clinton County, Kentucky,10208,19.7492163
Estill County, Kentucky,14382,30.10012516
Gallatin County, Kentucky,8652,13.07212205
Garrard County, Kentucky,17226,18.02507837
Greenup County, Kentucky,36012,16.23347773
Fleming County, Kentucky,14515,19.43506717
Campbell County, Kentucky,91804,13.66062481
Carter County, Kentucky,27385,20.85448238
Elliott County, Kentucky,7533,28.46143635
Grant County, Kentucky,24800,20.97177419
Jefferson County, Kentucky,764378,14.68841332
Larue County, Kentucky,14102,15.29570274
Logan County, Kentucky,26847,17.17137855
Mason County, Kentucky,17167,17.53946525
Mercer County, Kentucky,21378,16.49359154
Pendleton County, Kentucky,14530,14.88644184
Robertson County, Kentucky,2161,29.52336881
Russell County, Kentucky,17731,24.9224522
Spencer County, Kentucky,18012,8.638685321
Washington County, Kentucky,11999,16.54304525
Bath County, Kentucky,12189,23.69349413
Ballard County, Kentucky,8152,17.61530913
Barren County, Kentucky,43418,22.35017735
Boyle County, Kentucky,29773,13.90521614
Green County, Kentucky,11044,18.7250996
Hancock County, Kentucky,8700,15.55172414
Harlan County, Kentucky,27548,34.72121388
Martin County, Kentucky,12175,26.20123203
Hardin County, Kentucky,107699,13.78657183
Lincoln County, Kentucky,24413,23.34411994
McLean County, Kentucky,9361,18.98301464
Monroe County, Kentucky,10645,23.19398779
Ohio County, Kentucky,24062,20.87523897
Powell County, Kentucky,12349,23.28123735
Union County, Kentucky,14915,22.29969829
Webster County, Kentucky,13180,20.7814871
Caldwell County, Kentucky,12747,17.36879266
Calloway County, Kentucky,38616,20.22477729
Casey County, Kentucky,15805,25.94748497
Christian County, Kentucky,72438,17.92705486
Daviess County, Kentucky,99258,15.35997098
Grayson County, Kentucky,26129,25.35496957
Henderson County, Kentucky,46252,18.85107671
Henry County, Kentucky,15677,18.02002934
Hopkins County, Kentucky,45985,16.71849516
Jackson County, Kentucky,13369,32.65764081
Laurel County, Kentucky,59901,24.17154972
Marshall County, Kentucky,31177,10.53982102
Meade County, Kentucky,28452,12.92703501
Montgomery County, Kentucky,27550,22.64246824
Nicholas County, Kentucky,7061,27.17745362
Oldham County, Kentucky,64633,5.279037024
Owen County, Kentucky,10686,16.41399963
Rockcastle County, Kentucky,16815,20.60065418
Scott County, Kentucky,52322,11.15591912
Warren County, Kentucky,123824,16.91513761
Allen County, Kentucky,20628,19.72076789
Bourbon County, Kentucky,20017,16.3261228
Boyd County, Kentucky,48486,18.44037454
Bullitt County, Kentucky,78622,10.11421739
Crittenden County, Kentucky,9154,17.21651737
Fayette County, Kentucky,315109,17.7840049
Fulton County, Kentucky,6259,23.55008787
Johnson County, Kentucky,23064,23.58220604
Knott County, Kentucky,15690,31.06437221
Menifee County, Kentucky,6381,19.71477825
Morgan County, Kentucky,13281,22.21971237
Muhlenberg County, Kentucky,31153,19.94992457
Perry County, Kentucky,27329,25.31376926
Pulaski County, Kentucky,63974,24.81164223
Wolfe County, Kentucky,7251,36.21569439
Clay County, Kentucky,20866,36.45164382
Adair County, Kentucky,19304,19.99585578
Bell County, Kentucky,27469,36.71047362
Breathitt County, Kentucky,13276,35.23651702
Cumberland County, Kentucky,6744,20.38849348
Graves County, Kentucky,37259,18.8813441
Hart County, Kentucky,18531,22.72408397
Lee County, Kentucky,6717,29.59654608
Hancock County, Maine,54468,11.26716604
Oxford County, Maine,57230,15.00611567
Lincoln County, Maine,34021,11.56050675
Waldo County, Maine,39280,13.98930754
Penobscot County, Maine,152284,15.18150298
Piscataquis County, Maine,16960,18.35495283
Androscoggin County, Maine,107317,13.89341856
Aroostook County, Maine,68840,16.95671121
Washington County, Maine,31822,17.59474577
Cumberland County, Maine,289173,10.36887953
Knox County, Maine,39700,11.25692695
Sagadahoc County, Maine,35149,11.24356312
York County, Maine,201454,8.339869151
Kennebec County, Maine,121289,13.70528242
Franklin County, Maine,30177,11.86333963
Somerset County, Maine,50994,17.50794211
Vermilion Parish, Louisiana,59841,17.57490684
St. Charles Parish, Louisiana,52728,12.01828251
Lafourche Parish, Louisiana,98112,15.59340346
Concordia Parish, Louisiana,20211,27.99960418
Tensas Parish, Louisiana,4771,37.89561937
West Feliciana Parish, Louisiana,15376,9.781477627
Jefferson Davis Parish, Louisiana,31405,19.18484318
St. James Parish, Louisiana,21485,15.43402374
Grant Parish, Louisiana,22305,17.09482179
Jefferson Parish, Louisiana,437038,16.17754063
Beauregard Parish, Louisiana,36598,17.06650637
Bienville Parish, Louisiana,13806,24.69216283
Bossier Parish, Louisiana,125698,15.91831214
Cameron Parish, Louisiana,6806,8.668821628
East Feliciana Parish, Louisiana,19553,14.97468419
St. John the Baptist Parish, Louisiana,43565,17.54389992
Plaquemines Parish, Louisiana,23394,18.96640164
Ouachita Parish, Louisiana,156433,23.30071021
Rapides Parish, Louisiana,132080,19.01271956
Washington Parish, Louisiana,46449,25.143706
St. Landry Parish, Louisiana,83580,27.44915051
Tangipahoa Parish, Louisiana,128850,21.23011253
Acadia Parish, Louisiana,62607,21.07751529
St. Mary Parish, Louisiana,52578,19.10685077
West Carroll Parish, Louisiana,11274,20.79120099
St. Tammany Parish, Louisiana,249201,10.65565547
Union Parish, Louisiana,22537,21.30274659
Caldwell Parish, Louisiana,10000,24.71
Caddo Parish, Louisiana,251069,22.94468851
East Carroll Parish, Louisiana,7318,32.76851599
Ascension Parish, Louisiana,119129,11.60422735
Lafayette Parish, Louisiana,238230,16.27041095
Evangeline Parish, Louisiana,33750,25.04888889
Iberia Parish, Louisiana,73346,20.03517574
Lincoln Parish, Louisiana,47536,28.96962302
St. Bernard Parish, Louisiana,45067,19.52870171
St. Helena Parish, Louisiana,10509,25.87306119
Webster Parish, Louisiana,40043,24.2164673
West Baton Rouge Parish, Louisiana,25518,17.30935026
De Soto Parish, Louisiana,27164,26.10808423
Iberville Parish, Louisiana,33122,17.23325886
Red River Parish, Louisiana,8723,19.91287401
Livingston Parish, Louisiana,137096,13.09957986
Morehouse Parish, Louisiana,26290,26.70977558
Natchitoches Parish, Louisiana,39051,31.18742158
Orleans Parish, Louisiana,388182,24.5621899
Terrebonne Parish, Louisiana,113067,19.69805514
Catahoula Parish, Louisiana,10044,19.55396256
Calcasieu Parish, Louisiana,198753,16.49736105
Claiborne Parish, Louisiana,16296,26.15979381
Franklin Parish, Louisiana,20388,26.88346086
Avoyelles Parish, Louisiana,41095,21.56710062
Assumption Parish, Louisiana,22881,15.50194485
Jackson Parish, Louisiana,15952,23.35757272
East Baton Rouge Parish, Louisiana,446167,18.71115524
Pointe Coupee Parish, Louisiana,22271,17.25562391
Richland Parish, Louisiana,20619,26.99936951
St. Martin Parish, Louisiana,53609,17.4728124
Vernon Parish, Louisiana,51906,16.24667668
Winn Parish, Louisiana,14631,23.90814025
Sabine Parish, Louisiana,24145,19.2130876
Allen Parish, Louisiana,25667,13.7063155
Madison Parish, Louisiana,11616,30.9142562
Suffolk County, Massachusetts,780685,18.5300089
Barnstable County, Massachusetts,213900,7.391304348
Dukes County, Massachusetts,17275,8.324167873
Middlesex County, Massachusetts,1582857,7.928132484
Berkshire County, Massachusetts,127751,10.78504278
Bristol County, Massachusetts,557016,11.82048631
Hampden County, Massachusetts,469188,16.69160337
Plymouth County, Massachusetts,509114,7.807288741
Essex County, Massachusetts,775860,10.624855
Franklin County, Massachusetts,70926,10.76474072
Norfolk County, Massachusetts,694389,6.376685115
Worcester County, Massachusetts,818249,10.73731835
Hampshire County, Massachusetts,161197,11.81907852
Nantucket County, Massachusetts,10912,11.04288856
Worcester County, Maryland,51559,10.1398398
Baltimore city, Maryland,619796,21.58661882
Somerset County, Maryland,25801,17.18538041
Talbot County, Maryland,37461,9.85558314
Harford County, Maryland,250132,7.400892329
Allegany County, Maryland,72591,15.03767685
Howard County, Maryland,312495,5.120401926
Prince George's County, Maryland,905161,9.095398498
Anne Arundel County, Maryland,564600,5.888416578
Baltimore County, Maryland,828637,8.877228509
Frederick County, Maryland,246105,7.044147823
Calvert County, Maryland,90824,5.630670307
Garrett County, Maryland,29516,11.17698875
Kent County, Maryland,19666,11.99532188
Montgomery County, Maryland,1039198,6.936599185
Carroll County, Maryland,167319,5.374763177
Queen Anne's County, Maryland,49071,6.356096269
St. Mary's County, Maryland,110979,7.964569874
Charles County, Maryland,156021,6.836259222
Dorchester County, Maryland,32386,15.21953931
Washington County, Maryland,149546,12.06652134
Wicomico County, Maryland,102014,15.29397926
Cecil County, Maryland,102416,9.308115919
Caroline County, Maryland,32785,16.27878603
Berrien County, Michigan,154948,16.69463304
Ogemaw County, Michigan,20979,18.38028505
Oscoda County, Michigan,8304,17.91907514
Wexford County, Michigan,32915,17.09858727
Crawford County, Michigan,13821,16.1203965
Clinton County, Michigan,77321,10.00504391
Dickinson County, Michigan,25694,15.00350276
Gratiot County, Michigan,41319,17.57060916
Huron County, Michigan,31750,13.43622047
Ingham County, Michigan,286185,19.58104024
Lenawee County, Michigan,98585,12.99487752
Mason County, Michigan,28800,15.76736111
Menominee County, Michigan,23389,13.21988969
Montcalm County, Michigan,62956,16.65766567
Missaukee County, Michigan,14982,15.67881458
St. Joseph County, Michigan,60890,15.44260141
St. Clair County, Michigan,159761,13.17593155
Van Buren County, Michigan,75190,15.60446868
Washtenaw County, Michigan,361509,13.72082023
Arenac County, Michigan,15238,18.19792624
Barry County, Michigan,59607,9.126444881
Cass County, Michigan,51397,13.43852754
Iron County, Michigan,11291,13.78088743
Benzie County, Michigan,17462,9.89577368
Roscommon County, Michigan,23934,19.53288209
Schoolcraft County, Michigan,8114,21.02538822
Wayne County, Michigan,1763822,23.45865966
Branch County, Michigan,43543,14.9920768
Grand Traverse County, Michigan,91222,9.473591897
Jackson County, Michigan,158989,14.22362553
Mackinac County, Michigan,10836,15.20856405
Genesee County, Michigan,410881,19.78188332
Antrim County, Michigan,23133,12.38490468
Houghton County, Michigan,36333,19.99284397
Livingston County, Michigan,186946,5.849282681
Iosco County, Michigan,25317,16.53434451
Lake County, Michigan,11669,24.18373468
Manistee County, Michigan,24432,13.9202685
Montmorency County, Michigan,9290,14.85468245
Presque Isle County, Michigan,12854,14.71137389
